id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
105429,72820,58271,28032,284553,Processing,2024-07-21 02:37:20+00:00,,,,25.0
105434,72824,58278,22897,284565,Processing,2024-10-30 06:20:50+00:00,,,,25.0
105452,72834,58283,25931,284611,Processing,2024-09-29 08:54:05+00:00,,,,25.0
106137,73297,58631,26140,286450,Processing,2025-01-21 22:20:14+00:00,,,,25.0
106260,73381,58699,26546,286779,Processing,2025-10-27 14:50:37+00:00,,,,25.0
106409,73482,58773,6304,287178,Processing,2025-02-21 05:02:32+00:00,,,,25.0
106422,73490,58779,10181,287212,Processing,2024-09-15 07:34:54+00:00,,,,25.0
106475,73525,58805,7214,287352,Processing,2025-08-11 03:23:20+00:00,,,,25.0
106640,73634,58884,14648,287799,Processing,2025-01-28 01:56:51+00:00,,,,25.0
106785,73736,58969,9292,288189,Processing,2023-12-27 16:29:41+00:00,,,,25.0
106812,73756,58984,27340,288262,Processing,2022-12-24 20:51:00+00:00,,,,25.0
106813,73757,58985,25992,288266,Processing,2020-11-03 11:35:47+00:00,,,,25.0
106889,73812,59038,9864,288471,Processing,2022-10-09 11:16:23+00:00,,,,25.0
107071,73930,59132,25536,288964,Processing,2025-11-17 16:19:33+00:00,,,,25.0
107222,74034,59218,1701,289362,Processing,2024-06-29 00:47:04+00:00,,,,25.0
107372,74139,59306,190,289755,Processing,2020-11-27 07:22:49+00:00,,,,25.0
107539,74264,59427,24779,290207,Processing,2022-06-15 15:25:59+00:00,,,,25.0
107817,74457,59575,18794,290952,Processing,2025-12-23 20:57:43+00:00,,,,25.0
107885,74495,59612,18723,291139,Processing,2025-04-07 23:21:42+00:00,,,,25.0
108115,74668,59763,2141,291761,Processing,2022-02-16 12:22:50+00:00,,,,25.0
108167,74705,59789,4946,291902,Processing,2024-10-25 21:37:27+00:00,,,,25.0
108172,74707,59791,13083,291917,Processing,2022-08-14 16:07:13+00:00,,,,25.0
108195,74723,59804,9698,291991,Processing,2022-11-24 14:21:42+00:00,,,,25.0
108503,74924,59965,28920,292818,Processing,2023-04-06 02:13:37+00:00,,,,25.0
108565,74969,59989,6733,292988,Processing,2025-12-29 14:04:03+00:00,,,,25.0
108789,75113,60098,27050,293582,Processing,2024-07-06 16:07:44+00:00,,,,25.0
109063,75290,60244,26495,294348,Processing,2026-01-25 21:41:04+00:00,,,,25.0
109319,75468,60380,565,295031,Processing,2026-02-13 06:25:22+00:00,,,,25.0
109392,75521,60427,15317,295243,Processing,2023-10-06 11:02:19+00:00,,,,25.0
109417,75538,60439,16507,295310,Processing,2023-08-09 04:17:45+00:00,,,,25.0
109766,75802,60649,18258,296237,Processing,2024-12-08 01:47:15+00:00,,,,25.0
109860,75877,60716,18195,296494,Processing,2025-03-26 12:12:11+00:00,,,,25.0
110060,76031,60841,25610,297043,Processing,2026-01-09 01:21:49+00:00,,,,25.0
110105,76059,60862,9684,297169,Processing,2023-09-13 20:51:57+00:00,,,,25.0
110271,76170,60942,6559,297622,Processing,2024-06-10 08:15:43+00:00,,,,25.0
110573,76374,61114,26664,298448,Processing,2025-08-05 00:12:19+00:00,,,,25.0
110858,76566,61269,13544,299207,Processing,2025-01-08 21:10:27+00:00,,,,25.0
111125,76758,61407,22735,299932,Processing,2022-12-07 15:02:18+00:00,,,,25.0
111423,76972,61575,26637,300734,Processing,2020-10-20 12:08:11+00:00,,,,25.0
111669,77152,61731,7277,301393,Processing,2025-09-23 02:42:16+00:00,,,,25.0
111789,77232,61790,6648,301728,Processing,2023-11-28 00:14:10+00:00,,,,25.0
111841,77261,61816,25596,301868,Processing,2023-08-08 11:14:56+00:00,,,,25.0
112080,77418,61922,5112,302501,Processing,2025-10-31 03:30:05+00:00,,,,25.0
112207,77497,61992,10874,302847,Processing,2025-11-21 12:34:11+00:00,,,,25.0
112379,77612,62084,5301,303301,Processing,2025-01-04 09:08:14+00:00,,,,25.0
112410,77633,62100,9577,303382,Processing,2024-04-30 07:28:18+00:00,,,,25.0
112513,77690,62140,26836,303658,Processing,2024-09-15 10:32:14+00:00,,,,25.0
112924,77996,62372,25702,304756,Processing,2026-01-01 06:02:30+00:00,,,,25.0
112956,78019,62392,14682,304838,Processing,2024-06-07 09:58:54+00:00,,,,25.0
112958,78020,62393,18460,304845,Processing,2024-07-02 07:13:32+00:00,,,,25.0
113028,78072,62438,6383,305038,Processing,2020-05-30 18:00:53+00:00,,,,25.0
113057,78092,62455,25495,305114,Processing,2025-08-03 22:00:04+00:00,,,,25.0
113262,78228,62580,565,305669,Processing,2024-10-17 17:17:45+00:00,,,,25.0
113266,78232,62582,26684,305681,Processing,2025-08-19 06:23:49+00:00,,,,25.0
113583,78446,62751,26039,306540,Processing,2026-01-10 05:32:52+00:00,,,,25.0
113684,78508,62804,10130,306800,Processing,2025-12-01 12:40:50+00:00,,,,25.0
113696,78516,62811,18398,306833,Processing,2025-12-18 02:45:31+00:00,,,,25.0
113750,78552,62831,27723,306973,Processing,2025-03-01 02:29:54+00:00,,,,25.0
114059,78767,63016,6454,307772,Processing,2025-10-25 14:07:59+00:00,,,,25.0
114115,78808,63055,26613,307920,Processing,2025-01-31 23:36:29+00:00,,,,25.0
114394,78997,63215,11295,308669,Processing,2024-05-30 17:24:20+00:00,,,,25.0
114544,79093,63294,26457,309073,Processing,2023-02-13 23:20:28+00:00,,,,25.0
114613,79138,63323,16898,309258,Processing,2022-11-06 22:19:06+00:00,,,,25.0
114626,79147,63330,16760,309290,Processing,2025-11-13 16:37:17+00:00,,,,25.0
114833,79280,63439,5134,309846,Processing,2026-02-14 13:51:26+00:00,,,,25.0
115139,79490,63621,18056,310700,Processing,2024-11-11 19:56:32+00:00,,,,25.0
115233,79547,63670,18890,310957,Processing,2025-09-03 04:03:44+00:00,,,,25.0
115253,79559,63687,6391,311014,Processing,2024-07-14 08:07:40+00:00,,,,25.0
115310,79603,63720,25776,311172,Processing,2021-07-18 16:45:34+00:00,,,,25.0
115592,79786,63867,16353,311943,Processing,2021-08-04 08:10:47+00:00,,,,25.0
115655,79831,63901,3629,312115,Processing,2024-07-13 08:15:29+00:00,,,,25.0
116427,80387,64325,26542,314219,Processing,2019-10-30 23:52:56+00:00,,,,25.0
116428,80387,64325,26031,314223,Processing,2019-10-30 01:23:22+00:00,,,,25.0
116430,80387,64325,23073,314227,Processing,2019-10-28 00:42:12+00:00,,,,25.0
116520,80444,64376,25126,314466,Processing,2025-11-05 02:44:36+00:00,,,,25.0
116558,80466,64390,5477,314583,Processing,2023-11-10 19:44:32+00:00,,,,25.0
116640,80518,64430,24471,314796,Processing,2022-02-21 21:52:46+00:00,,,,25.0
116645,80521,64434,25472,314810,Processing,2023-06-29 01:22:32+00:00,,,,25.0
116688,80551,64454,22820,314926,Processing,2025-12-01 06:14:59+00:00,,,,25.0
116778,80611,64507,26836,315150,Processing,2026-02-12 17:49:18+00:00,,,,25.0
116817,80638,64531,13090,315258,Processing,2019-04-12 02:44:00+00:00,,,,25.0
116822,80641,64533,9018,315269,Processing,2021-06-06 21:07:27+00:00,,,,25.0
117022,80785,64654,10020,315820,Processing,2021-06-24 17:04:45+00:00,,,,25.0
117135,80860,64719,27279,316126,Processing,2024-08-22 23:02:08+00:00,,,,25.0
117545,81148,64963,16885,317236,Processing,2025-12-21 02:18:11+00:00,,,,25.0
117596,81185,64995,4375,317368,Processing,2025-03-05 15:11:54+00:00,,,,25.0
117627,81204,65010,6538,317451,Processing,2025-11-05 21:16:41+00:00,,,,25.0
117641,81213,65015,18755,317487,Processing,2024-04-27 22:27:50+00:00,,,,25.0
117753,81290,65068,26790,317783,Processing,2023-09-17 18:13:48+00:00,,,,25.0
117962,81436,65182,9553,318360,Processing,2025-12-15 23:56:34+00:00,,,,25.0
117990,81457,65197,6454,318438,Processing,2023-04-06 16:31:29+00:00,,,,25.0
118043,81489,65222,5349,318583,Processing,2019-12-11 10:03:44+00:00,,,,25.0
118118,81545,65267,25388,318784,Processing,2023-12-16 12:18:34+00:00,,,,25.0
118137,81555,65273,18723,318835,Processing,2025-06-09 13:21:19+00:00,,,,25.0
118192,81596,65302,25723,318979,Processing,2025-08-22 17:23:02+00:00,,,,25.0
118330,81690,65383,708,319354,Processing,2025-07-25 13:43:57+00:00,,,,25.0
118455,81779,65452,17333,319686,Processing,2024-07-05 13:51:19+00:00,,,,25.0
118502,81811,65476,2912,319808,Processing,2021-07-06 02:26:00+00:00,,,,25.0
118640,81894,65541,17035,320171,Processing,2023-10-22 19:00:47+00:00,,,,25.0
118742,81963,65598,16044,320449,Processing,2025-08-09 04:37:12+00:00,,,,25.0
118821,82016,65652,16299,320640,Processing,2023-05-13 11:00:33+00:00,,,,25.0
119324,82330,65901,27747,322025,Processing,2023-07-30 19:26:22+00:00,,,,25.0
119351,82346,65921,27960,322096,Processing,2020-06-23 23:28:50+00:00,,,,25.0
119352,82346,65921,26435,322098,Processing,2020-06-24 21:37:36+00:00,,,,25.0
119575,82505,66033,17035,322704,Processing,2022-08-08 17:46:01+00:00,,,,25.0
119619,82539,66050,18096,322821,Processing,2022-04-27 06:34:58+00:00,,,,25.0
119662,82571,66075,6665,322942,Processing,2024-12-12 14:27:45+00:00,,,,25.0
119719,82607,66104,5359,323096,Processing,2022-05-03 18:54:10+00:00,,,,25.0
119727,82614,66107,14988,323116,Processing,2025-12-13 06:57:16+00:00,,,,25.0
119749,82629,66119,6602,323177,Processing,2026-02-07 15:48:44+00:00,,,,25.0
120080,82858,66304,26582,324074,Processing,2023-03-20 13:41:20+00:00,,,,25.0
120256,82973,66380,10221,324539,Processing,2025-09-08 13:13:43+00:00,,,,25.0
120296,82999,66406,26836,324646,Processing,2026-02-14 16:30:52+00:00,,,,25.0
120484,83138,66517,21719,325156,Processing,2026-01-09 13:59:04+00:00,,,,25.0
120560,83185,66561,24160,325360,Processing,2024-11-27 22:50:23+00:00,,,,25.0
120863,83386,66726,10866,326199,Processing,2025-01-22 07:10:52+00:00,,,,25.0
120924,83424,66751,16967,326359,Processing,2025-01-15 00:14:53+00:00,,,,25.0
120925,83424,66751,28386,326362,Processing,2025-01-17 03:35:49+00:00,,,,25.0
120934,83431,66757,18939,326381,Processing,2026-01-16 18:49:23+00:00,,,,25.0
121012,83489,66797,9286,326597,Processing,2023-11-29 04:51:42+00:00,,,,25.0
121081,83532,66833,9957,326788,Processing,2025-07-16 15:00:36+00:00,,,,25.0
121132,83571,66869,5301,326928,Processing,2025-09-18 02:40:12+00:00,,,,25.0
121545,83869,67103,18500,328039,Processing,2025-12-27 12:32:52+00:00,,,,25.0
121546,83870,67104,26145,328041,Processing,2025-12-20 01:00:14+00:00,,,,25.0
121627,83925,67140,26004,328268,Processing,2026-01-01 06:44:50+00:00,,,,25.0
121659,83952,67166,27287,328358,Processing,2025-12-29 03:40:31+00:00,,,,25.0
121804,84040,67239,16488,328738,Processing,2020-08-07 10:36:45+00:00,,,,25.0
121858,84077,67273,26050,328882,Processing,2023-03-19 16:02:08+00:00,,,,25.0
121951,84144,67330,16863,329125,Processing,2025-09-28 00:08:53+00:00,,,,25.0
122113,84267,67416,27437,329565,Processing,2025-03-28 20:22:46+00:00,,,,25.0
122157,84292,67435,3623,329692,Processing,2023-05-25 06:04:29+00:00,,,,25.0
122307,84382,67497,6613,330095,Processing,2025-09-28 23:05:42+00:00,,,,25.0
122534,84530,67614,21989,330695,Processing,2021-07-31 23:59:29+00:00,,,,25.0
122883,84765,67805,6347,331636,Processing,2024-11-24 16:48:23+00:00,,,,25.0
123074,84890,67908,25725,332165,Processing,2021-10-18 04:15:17+00:00,,,,25.0
123262,85028,68024,2442,332676,Processing,2025-12-27 15:43:21+00:00,,,,25.0
123492,85189,68147,6632,333300,Processing,2025-11-25 06:02:24+00:00,,,,25.0
123575,85255,68197,312,333511,Processing,2026-01-18 19:50:01+00:00,,,,25.0
123751,85383,68323,14594,333982,Processing,2021-08-12 12:54:30+00:00,,,,25.0
123823,85436,68369,27859,334182,Processing,2024-09-22 00:15:31+00:00,,,,25.0
123852,85456,68386,14442,334265,Processing,2024-08-25 14:59:23+00:00,,,,25.0
124099,85642,68527,26369,334933,Processing,2025-06-21 06:18:43+00:00,,,,25.0
124246,85739,68612,18901,335320,Processing,2023-10-20 12:14:46+00:00,,,,25.0
124282,85763,68631,231,335416,Processing,2025-12-28 06:47:55+00:00,,,,25.0
124420,85852,68699,3623,335805,Processing,2021-11-12 18:20:30+00:00,,,,25.0
124449,85870,68715,27680,335886,Processing,2024-12-08 17:19:42+00:00,,,,25.0
124534,85935,68771,18852,336128,Processing,2023-08-11 03:49:46+00:00,,,,25.0
124653,86008,68830,16585,336460,Processing,2022-03-24 12:04:37+00:00,,,,25.0
124680,86030,68853,12518,336527,Processing,2021-09-29 20:39:08+00:00,,,,25.0
124716,86052,68870,27224,336618,Processing,2025-01-24 13:39:34+00:00,,,,25.0
125269,86419,69172,12759,338132,Processing,2025-12-25 18:36:21+00:00,,,,25.0
125473,86549,69264,21976,338672,Processing,2025-02-02 17:58:22+00:00,,,,25.0
125562,86608,69319,1821,338907,Processing,2024-10-22 23:19:35+00:00,,,,25.0
125986,86902,69550,6543,340068,Processing,2024-01-21 16:57:39+00:00,,,,25.0
125993,86908,69561,20924,340089,Processing,2023-06-12 23:44:07+00:00,,,,25.0
126144,87013,69660,5270,340482,Processing,2022-06-08 00:31:12+00:00,,,,25.0
126204,87053,69692,28997,340643,Processing,2025-03-31 16:50:30+00:00,,,,25.0
126315,87133,69762,25910,340945,Processing,2024-08-03 17:57:58+00:00,,,,25.0
126345,87151,69772,5340,341023,Processing,2022-05-01 03:45:50+00:00,,,,25.0
126500,87255,69844,23130,341448,Processing,2025-06-16 17:44:04+00:00,,,,25.0
126524,87269,69853,16517,341517,Processing,2023-07-18 22:47:01+00:00,,,,25.0
126606,87332,69907,2738,341730,Processing,2024-09-11 01:31:43+00:00,,,,25.0
126890,87520,70045,4338,342495,Processing,2022-04-29 06:21:06+00:00,,,,25.0
126910,87533,70057,5709,342552,Processing,2024-11-23 15:19:10+00:00,,,,25.0
127148,87691,70182,4946,343204,Processing,2026-02-11 05:37:46+00:00,,,,25.0
127159,87701,70186,25460,343233,Processing,2024-06-01 13:10:28+00:00,,,,25.0
127455,87903,70343,5649,344050,Processing,2024-12-21 23:54:33+00:00,,,,25.0
127461,87906,70346,13422,344068,Processing,2023-11-27 08:48:01+00:00,,,,25.0
127908,88215,70583,25693,345274,Processing,2023-12-03 00:25:50+00:00,,,,25.0
128040,88300,70654,22776,345641,Processing,2024-11-13 10:05:33+00:00,,,,25.0
128060,88312,70664,17260,345696,Processing,2022-11-14 20:40:44+00:00,,,,25.0
128140,88368,70709,15380,345922,Processing,2026-01-16 15:55:39+00:00,,,,25.0
128272,88470,70790,5279,346282,Processing,2023-07-27 04:04:32+00:00,,,,25.0
128440,88585,70886,16318,346715,Processing,2021-11-01 20:40:42+00:00,,,,25.0
128471,88604,70899,5481,346793,Processing,2023-03-19 19:23:43+00:00,,,,25.0
128766,88803,71058,10275,347560,Processing,2024-09-01 09:50:32+00:00,,,,25.0
129121,89062,71253,21795,348542,Processing,2020-06-23 20:22:33+00:00,,,,25.0
129293,89180,71340,13673,349012,Processing,2025-07-08 22:44:54+00:00,,,,25.0
129643,89421,71520,9004,349975,Processing,2025-02-19 09:26:24+00:00,,,,25.0
129859,89582,71645,6650,350542,Processing,2025-12-01 15:42:49+00:00,,,,25.0
129887,89599,71660,7211,350624,Processing,2026-02-14 02:32:43+00:00,,,,25.0
129896,89607,71664,22027,350644,Processing,2024-09-09 20:10:02+00:00,,,,25.0
129936,89634,71686,27744,350753,Processing,2025-03-25 04:56:12+00:00,,,,25.0
130036,89708,71745,10156,351031,Processing,2023-10-02 23:35:15+00:00,,,,25.0
130169,89799,71820,5424,351382,Processing,2025-09-20 12:45:06+00:00,,,,25.0
130184,89809,71835,28133,351416,Processing,2021-08-19 22:28:47+00:00,,,,25.0
130870,90268,72199,4516,353277,Processing,2023-11-15 02:06:13+00:00,,,,25.0
130886,90279,72205,27743,353323,Processing,2023-04-18 23:33:28+00:00,,,,25.0
130907,90291,72213,2140,353377,Processing,2020-10-21 13:54:55+00:00,,,,25.0
131264,90530,72402,26204,354355,Processing,2024-05-13 02:59:02+00:00,,,,25.0
131410,90631,72477,18776,354748,Processing,2023-08-13 03:36:48+00:00,,,,25.0
131474,90676,72511,18852,354923,Processing,2025-04-30 01:33:40+00:00,,,,25.0
131774,90889,72693,24477,355751,Processing,2024-03-23 08:43:25+00:00,,,,25.0
131839,90930,72725,11295,355925,Processing,2022-10-06 08:57:18+00:00,,,,25.0
132035,91055,72828,6199,356445,Processing,2024-10-07 08:31:36+00:00,,,,25.0
132106,91109,72859,27224,356650,Processing,2022-06-06 00:00:49+00:00,,,,25.0
132368,91297,73009,27495,357353,Processing,2021-01-26 10:16:53+00:00,,,,25.0
132792,91602,73257,12841,358484,Processing,2023-07-06 06:17:29+00:00,,,,25.0
133250,91912,73517,25749,359714,Processing,2024-12-11 13:37:58+00:00,,,,25.0
133275,91929,73533,17260,359784,Processing,2026-01-17 16:40:19+00:00,,,,25.0
133324,91960,73555,13628,359914,Processing,2023-05-28 22:47:26+00:00,,,,25.0
133423,92028,73605,16404,360183,Processing,2022-01-07 11:45:26+00:00,,,,25.0
133524,92096,73659,6740,360446,Processing,2023-03-17 13:19:21+00:00,,,,25.0
133557,92121,73671,14465,360534,Processing,2023-06-19 16:07:21+00:00,,,,25.0
133812,92301,73803,6595,361207,Processing,2023-06-23 13:45:21+00:00,,,,25.0
133922,92376,73863,18907,361512,Processing,2023-05-11 12:44:46+00:00,,,,25.0
134048,92468,73952,28849,361847,Processing,2026-02-09 19:43:50+00:00,,,,25.0
134074,92484,73967,16679,361920,Processing,2025-11-22 23:08:52+00:00,,,,25.0
134117,92516,74003,25531,362036,Processing,2022-12-11 09:23:14+00:00,,,,25.0
134131,92527,74017,26000,362071,Processing,2024-11-08 06:46:26+00:00,,,,25.0
134431,92734,74184,27601,362871,Processing,2023-05-29 14:30:36+00:00,,,,25.0
134759,92968,74384,22273,363780,Processing,2022-02-04 06:26:57+00:00,,,,25.0
135117,93213,74576,2492,364761,Processing,2026-01-13 00:36:57+00:00,,,,25.0
135195,93264,74631,9885,364978,Processing,2025-07-27 21:11:47+00:00,,,,25.0
135565,93527,74847,16162,365978,Processing,2025-12-08 12:21:09+00:00,,,,25.0
135660,93600,74899,11979,366237,Processing,2024-11-01 02:46:25+00:00,,,,25.0
135830,93729,75011,17012,366701,Processing,2023-10-01 09:13:20+00:00,,,,25.0
135932,93800,75065,21076,366974,Processing,2025-02-24 19:50:32+00:00,,,,25.0
136258,94031,75241,8971,367867,Processing,2021-02-18 09:59:52+00:00,,,,25.0
136354,94084,75279,14524,368125,Processing,2022-03-24 16:07:15+00:00,,,,25.0
136465,94161,75336,16528,368444,Processing,2025-10-09 01:36:44+00:00,,,,25.0
136822,94393,75511,26282,369384,Processing,2021-02-25 11:50:23+00:00,,,,25.0
136876,94432,75540,28032,369535,Processing,2025-05-14 14:55:19+00:00,,,,25.0
136883,94437,75545,16844,369557,Processing,2024-11-17 03:52:54+00:00,,,,25.0
136951,94485,75587,4630,369738,Processing,2026-01-08 00:04:45+00:00,,,,25.0
137426,94805,75851,22776,370983,Processing,2026-02-01 12:46:38+00:00,,,,25.0
137664,94972,75980,18572,371640,Processing,2024-08-09 14:03:41+00:00,,,,25.0
137712,95002,76003,6428,371774,Processing,2025-04-01 03:21:36+00:00,,,,25.0
137853,95096,76080,2893,372158,Processing,2023-10-10 04:58:46+00:00,,,,25.0
137988,95187,76160,28164,372538,Processing,2026-02-10 22:41:07+00:00,,,,25.0
138388,95448,76357,25749,373629,Processing,2024-10-07 16:21:35+00:00,,,,25.0
138537,95544,76435,26318,374030,Processing,2022-01-16 17:22:04+00:00,,,,25.0
138545,95551,76439,16404,374055,Processing,2025-09-10 04:55:12+00:00,,,,25.0
138669,95644,76504,23159,374389,Processing,2023-11-08 07:24:50+00:00,,,,25.0
138870,95787,76624,26000,374938,Processing,2024-12-19 04:55:23+00:00,,,,25.0
138901,95808,76639,26342,375028,Processing,2025-09-20 01:12:34+00:00,,,,25.0
139053,95905,76704,16727,375431,Processing,2024-01-09 13:13:23+00:00,,,,25.0
139056,95908,76705,26584,375441,Processing,2024-06-13 06:37:23+00:00,,,,25.0
139073,95919,76719,24917,375490,Processing,2023-08-24 23:23:57+00:00,,,,25.0
139223,96033,76810,26374,375877,Processing,2023-10-04 05:18:46+00:00,,,,25.0
139358,96130,76891,27287,376226,Processing,2025-11-06 20:59:07+00:00,,,,25.0
139591,96297,77007,25104,376868,Processing,2021-12-03 03:36:04+00:00,,,,25.0
139748,96410,77102,15814,377291,Processing,2025-12-29 12:10:03+00:00,,,,25.0
139941,96551,77218,14587,377814,Processing,2024-02-20 22:47:26+00:00,,,,25.0
140289,96790,77394,17396,378738,Processing,2026-01-18 01:48:13+00:00,,,,25.0
140584,96989,77558,26867,379553,Processing,2026-02-10 10:51:51+00:00,,,,25.0
140742,97102,77648,28778,379998,Processing,2025-10-09 18:12:52+00:00,,,,25.0
140978,97276,77776,22820,380620,Processing,2025-10-14 14:33:17+00:00,,,,25.0
141027,97315,77809,25183,380750,Processing,2024-09-28 20:45:02+00:00,,,,25.0
141080,97349,77838,6680,380900,Processing,2023-12-31 14:27:54+00:00,,,,25.0
141372,97557,78008,9683,381681,Processing,2026-02-13 05:43:28+00:00,,,,25.0
141412,97586,78028,6521,381787,Processing,2024-12-02 01:55:27+00:00,,,,25.0
141742,97806,78216,6650,382700,Processing,2022-05-17 02:02:02+00:00,,,,25.0
141782,97833,78229,21968,382803,Processing,2025-08-06 14:49:56+00:00,,,,25.0
142108,98071,78445,11210,383690,Processing,2024-07-20 04:57:14+00:00,,,,25.0
142185,98127,78493,28849,383895,Processing,2022-11-12 21:01:39+00:00,,,,25.0
142480,98334,78646,11039,384709,Processing,2023-02-26 14:32:22+00:00,,,,25.0
142695,98476,78748,18272,385278,Processing,2026-02-11 10:13:05+00:00,,,,25.0
142900,98625,78871,18980,385810,Processing,2026-02-14 17:34:41+00:00,,,,25.0
142947,98658,78903,26848,385943,Processing,2024-10-05 07:04:28+00:00,,,,25.0
142955,98664,78909,26674,385971,Processing,2022-07-04 00:47:44+00:00,,,,25.0
143109,98771,78994,26039,386379,Processing,2024-06-02 23:30:50+00:00,,,,25.0
143115,98775,78997,28920,386397,Processing,2023-11-26 02:42:33+00:00,,,,25.0
143323,98908,79095,24477,386950,Processing,2025-02-06 10:49:32+00:00,,,,25.0
143361,98931,79116,18671,387053,Processing,2025-10-09 09:13:36+00:00,,,,25.0
143460,98993,79170,6496,387315,Processing,2024-10-05 16:35:05+00:00,,,,25.0
143566,99071,79219,6484,387601,Processing,2025-12-26 05:42:57+00:00,,,,25.0
143700,99173,79297,16889,387958,Processing,2025-05-18 05:45:56+00:00,,,,25.0
143772,99223,79333,18349,388145,Processing,2022-01-10 11:57:17+00:00,,,,25.0
143792,99238,79343,3566,388197,Processing,2024-04-22 11:05:08+00:00,,,,25.0
144556,99790,79819,26001,390255,Processing,2023-09-16 20:16:20+00:00,,,,25.0
144634,99843,79858,16153,390455,Processing,2024-09-23 02:02:32+00:00,,,,25.0
144701,99889,79898,10323,390626,Processing,2024-06-17 21:27:43+00:00,,,,25.0
144829,99973,79973,21779,390957,Processing,2023-10-06 14:08:39+00:00,,,,25.0
144984,100078,80058,9286,391382,Processing,2024-12-06 01:21:29+00:00,,,,25.0
145077,100141,80108,23226,391638,Processing,2024-01-28 15:26:20+00:00,,,,25.0
145400,100351,80261,6680,392520,Processing,2025-11-04 23:16:00+00:00,,,,25.0
145417,100365,80269,5446,392568,Processing,2024-08-03 02:16:03+00:00,,,,25.0
145505,100427,80320,10568,392803,Processing,2025-04-11 07:40:13+00:00,,,,25.0
145662,100537,80420,17260,393224,Processing,2026-02-09 04:40:21+00:00,,,,25.0
145740,100595,80460,16162,393440,Processing,2025-08-26 14:12:15+00:00,,,,25.0
145854,100670,80522,15997,393750,Processing,2025-05-20 03:48:48+00:00,,,,25.0
146067,100818,80661,11705,394309,Processing,2025-01-22 12:07:09+00:00,,,,25.0
146100,100841,80681,16760,394400,Processing,2025-05-24 15:55:10+00:00,,,,25.0
146101,100841,80681,18551,394403,Processing,2025-05-25 17:43:50+00:00,,,,25.0
146188,100896,80720,26581,394632,Processing,2024-02-11 17:00:47+00:00,,,,25.0
146288,100966,80772,5581,394895,Processing,2023-04-05 07:34:18+00:00,,,,25.0
146303,100974,80777,481,394933,Processing,2026-02-12 21:08:04+00:00,,,,25.0
146430,101055,80836,26374,395265,Processing,2025-04-24 20:46:58+00:00,,,,25.0
146475,101089,80861,3623,395391,Processing,2025-07-24 06:38:35+00:00,,,,25.0
146741,101264,80999,21968,396103,Processing,2024-08-23 14:22:43+00:00,,,,25.0
146952,101407,81120,3059,396653,Processing,2024-04-21 03:12:06+00:00,,,,25.0
147119,101518,81211,18671,397115,Processing,2025-08-09 12:13:09+00:00,,,,25.0
147134,101526,81217,26294,397159,Processing,2021-03-24 11:50:07+00:00,,,,25.0
148201,102285,81841,26140,400076,Processing,2024-09-15 17:50:19+00:00,,,,25.0
148209,102292,81844,11103,400097,Processing,2025-01-01 00:18:08+00:00,,,,25.0
148441,102444,81968,26790,400727,Processing,2023-01-15 05:03:06+00:00,,,,25.0
148481,102469,81990,6299,400842,Processing,2022-12-27 12:12:10+00:00,,,,25.0
148564,102521,82033,26246,401070,Processing,2024-07-25 10:00:18+00:00,,,,25.0
148632,102565,82063,12292,401257,Processing,2025-05-10 17:01:49+00:00,,,,25.0
148687,102598,82091,13449,401399,Processing,2024-10-06 19:20:08+00:00,,,,25.0
148730,102624,82109,852,401515,Processing,2025-03-10 09:40:55+00:00,,,,25.0
149149,102913,82333,22429,402636,Processing,2024-07-09 18:11:34+00:00,,,,25.0
149419,103101,82489,25194,403356,Processing,2025-07-18 13:43:53+00:00,,,,25.0
149450,103119,82506,27506,403439,Processing,2023-01-01 03:00:44+00:00,,,,25.0
149494,103144,82523,6712,403560,Processing,2022-08-11 03:38:12+00:00,,,,25.0
149506,103155,82531,10811,403596,Processing,2024-02-05 17:32:45+00:00,,,,25.0
149518,103163,82540,16347,403626,Processing,2021-03-29 20:08:40+00:00,,,,25.0
149534,103175,82554,20674,403669,Processing,2025-12-19 04:45:07+00:00,,,,25.0
149576,103209,82584,23035,403783,Processing,2021-07-08 09:06:18+00:00,,,,25.0
149619,103239,82605,6335,403900,Processing,2024-07-29 09:24:14+00:00,,,,25.0
149707,103301,82653,27960,404130,Processing,2022-08-07 13:02:43+00:00,,,,25.0
149832,103389,82722,10248,404475,Processing,2020-10-10 10:25:43+00:00,,,,25.0
149882,103419,82749,5581,404605,Processing,2024-09-21 09:42:07+00:00,,,,25.0
149957,103462,82782,24825,404805,Processing,2025-08-17 06:04:42+00:00,,,,25.0
150007,103498,82809,25516,404950,Processing,2023-05-07 15:41:27+00:00,,,,25.0
150198,103630,82924,28708,405465,Processing,2022-05-06 19:44:53+00:00,,,,25.0
150199,103630,82924,26075,405468,Processing,2022-05-04 17:04:03+00:00,,,,25.0
150203,103632,82924,26561,405478,Processing,2022-02-07 17:54:18+00:00,,,,25.0
150234,103653,82941,7356,405558,Processing,2019-05-15 09:18:19+00:00,,,,25.0
150332,103727,83002,28396,405836,Processing,2023-10-31 19:27:21+00:00,,,,25.0
150401,103779,83049,21976,406020,Processing,2025-07-17 15:59:58+00:00,,,,25.0
150464,103828,83077,1424,406190,Processing,2023-05-15 11:47:56+00:00,,,,25.0
150592,103913,83144,26009,406536,Processing,2026-02-11 06:32:54+00:00,,,,25.0
