order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item,sale_price,cost,profit
100571,80444,Complete,2023-10-02 15:47:44+00:00,,2023-10-04 11:25:44+00:00,2023-10-06 11:29:44+00:00,1,9.11,4.18,4.93
100577,80448,Complete,2026-01-17 11:48:51+00:00,,2026-01-18 21:58:51+00:00,2026-01-22 10:34:51+00:00,2,109.5,51.35,58.15
100612,80475,Complete,2020-09-30 01:21:26+00:00,,2020-10-02 03:54:26+00:00,2020-10-02 19:30:26+00:00,1,69.0,30.43,38.57
100628,80491,Complete,2024-06-15 10:22:25+00:00,,2024-06-16 23:51:25+00:00,2024-06-17 21:46:25+00:00,1,88.0,37.49,50.51
100640,80500,Complete,2026-01-19 09:05:48+00:00,,2026-01-20 11:52:48+00:00,2026-01-23 01:57:48+00:00,1,359.0,176.63,182.37
100654,80510,Complete,2019-11-21 07:46:00+00:00,,2019-11-23 14:49:00+00:00,2019-11-26 04:10:00+00:00,1,150.0,71.85,78.15
100659,80514,Complete,2024-11-24 07:54:40+00:00,,2024-11-26 03:46:40+00:00,2024-11-29 21:09:40+00:00,2,288.0,122.77,165.23
100661,80515,Complete,2025-05-09 09:55:07+00:00,,2025-05-10 08:33:07+00:00,2025-05-11 16:02:07+00:00,1,99.99,44.8,55.19
100676,80527,Complete,2024-02-25 12:37:22+00:00,,2024-02-26 05:25:22+00:00,2024-02-28 21:16:22+00:00,1,10.0,4.81,5.19
100681,80530,Complete,2021-07-26 05:13:13+00:00,,2021-07-28 13:21:13+00:00,2021-07-29 03:45:13+00:00,1,64.95,32.93,32.02
100682,80532,Complete,2024-10-31 15:49:23+00:00,,2024-11-03 06:02:23+00:00,2024-11-07 14:11:23+00:00,1,64.0,22.46,41.54
100688,80538,Complete,2025-10-12 19:37:25+00:00,,2025-10-14 19:24:25+00:00,2025-10-17 16:54:25+00:00,2,130.0,66.83,63.17
100690,80543,Complete,2025-08-24 21:38:12+00:00,,2025-08-25 15:02:12+00:00,2025-08-27 19:44:12+00:00,1,25.0,15.9,9.1
100704,80560,Complete,2026-01-24 03:49:32+00:00,,2026-01-26 08:50:32+00:00,2026-01-27 03:06:32+00:00,1,75.0,34.88,40.12
100705,80560,Complete,2025-11-30 09:21:03+00:00,,2025-12-02 13:51:03+00:00,2025-12-03 07:28:03+00:00,1,62.0,27.34,34.66
100706,80560,Complete,2025-09-15 01:20:51+00:00,,2025-09-16 23:48:51+00:00,2025-09-21 01:56:51+00:00,1,16.0,8.16,7.84
100709,80562,Complete,2024-12-18 18:26:13+00:00,,2024-12-20 07:14:13+00:00,2024-12-24 21:26:13+00:00,1,48.0,23.52,24.48
100716,80570,Complete,2022-01-15 10:44:40+00:00,,2022-01-17 12:20:40+00:00,2022-01-18 18:44:40+00:00,1,9.99,5.57,4.42
100724,80576,Complete,2024-03-05 11:17:52+00:00,,2024-03-06 21:40:52+00:00,2024-03-08 04:26:52+00:00,2,64.93,30.93,34.0
100726,80577,Complete,2025-04-18 18:40:40+00:00,,2025-04-19 00:55:40+00:00,2025-04-23 10:14:40+00:00,1,74.97,38.01,36.96
100732,80585,Complete,2022-09-04 17:01:06+00:00,,2022-09-05 10:39:06+00:00,2022-09-08 09:40:06+00:00,1,87.0,45.24,41.76
100735,80589,Complete,2023-06-13 04:36:06+00:00,,2023-06-15 22:51:06+00:00,2023-06-16 10:39:06+00:00,1,42.0,25.33,16.67
100738,80592,Complete,2025-05-08 12:03:07+00:00,,2025-05-09 14:32:07+00:00,2025-05-09 23:39:07+00:00,1,39.99,19.72,20.27
100750,80601,Complete,2020-06-27 12:58:42+00:00,,2020-06-30 07:18:42+00:00,2020-07-02 13:15:42+00:00,1,13.79,7.46,6.33
100751,80602,Complete,2021-10-21 07:16:16+00:00,,2021-10-23 00:55:16+00:00,2021-10-25 17:47:16+00:00,1,18.0,9.23,8.77
100752,80603,Complete,2026-01-20 01:59:01+00:00,,2026-01-22 16:47:01+00:00,2026-01-23 18:22:01+00:00,1,24.0,8.45,15.55
100766,80618,Complete,2023-10-08 16:42:46+00:00,,2023-10-09 22:32:46+00:00,2023-10-10 06:24:46+00:00,1,46.45,22.9,23.55
100770,80622,Complete,2026-02-04 07:04:07+00:00,,2026-02-06 23:05:07+00:00,2026-02-06 23:34:07+00:00,1,5.78,2.82,2.96
100792,80644,Complete,2023-09-04 23:06:55+00:00,,2023-09-07 13:54:55+00:00,2023-09-07 17:02:55+00:00,4,210.75,97.23,113.52
100793,80644,Complete,2022-10-30 15:46:40+00:00,,2022-10-31 21:45:40+00:00,2022-11-02 16:03:40+00:00,1,25.0,10.82,14.18
100794,80645,Complete,2021-07-24 11:29:51+00:00,,2021-07-26 17:17:51+00:00,2021-07-30 14:44:51+00:00,1,49.0,23.81,25.19
100795,80645,Complete,2020-01-04 18:03:45+00:00,,2020-01-07 14:14:45+00:00,2020-01-07 20:29:45+00:00,2,64.47,34.09,30.38
100801,80650,Complete,2022-08-01 13:46:46+00:00,,2022-08-03 20:02:46+00:00,2022-08-05 13:36:46+00:00,1,14.0,6.54,7.46
100802,80650,Complete,2021-04-09 13:38:52+00:00,,2021-04-09 13:46:52+00:00,2021-04-11 18:35:52+00:00,1,49.0,27.39,21.61
100803,80650,Complete,2022-06-17 09:57:55+00:00,,2022-06-19 13:34:55+00:00,2022-06-24 10:02:55+00:00,1,34.5,18.66,15.84
100819,80661,Complete,2025-04-03 03:12:19+00:00,,2025-04-03 03:36:19+00:00,2025-04-04 00:31:19+00:00,1,48.0,21.41,26.59
100821,80663,Complete,2025-12-24 20:09:27+00:00,,2025-12-25 01:31:27+00:00,2025-12-28 04:21:27+00:00,2,41.98,23.73,18.25
100839,80679,Complete,2024-03-10 09:10:07+00:00,,2024-03-10 18:35:07+00:00,2024-03-14 18:36:07+00:00,1,134.0,58.96,75.04
100848,80684,Complete,2025-12-19 15:36:41+00:00,,2025-12-22 14:21:41+00:00,2025-12-26 20:56:41+00:00,2,228.0,108.89,119.11
100862,80696,Complete,2023-11-04 05:26:45+00:00,,2023-11-05 17:34:45+00:00,2023-11-09 14:43:45+00:00,1,45.99,25.16,20.83
100869,80701,Complete,2025-05-16 13:24:33+00:00,,2025-05-17 04:13:33+00:00,2025-05-18 16:44:33+00:00,1,21.35,11.34,10.01
100870,80702,Complete,2019-05-10 20:50:21+00:00,,2019-05-12 16:03:21+00:00,2019-05-15 20:29:21+00:00,2,69.75999999999999,32.78,36.98
100871,80702,Complete,2023-04-11 01:59:35+00:00,,2023-04-13 23:16:35+00:00,2023-04-15 12:38:35+00:00,1,34.99,22.04,12.95
100874,80705,Complete,2023-11-07 13:40:25+00:00,,2023-11-08 17:23:25+00:00,2023-11-09 12:00:25+00:00,2,165.0,63.36,101.64
100894,80718,Complete,2024-10-15 14:41:31+00:00,,2024-10-15 22:11:31+00:00,2024-10-20 12:49:31+00:00,1,25.0,15.45,9.55
100900,80722,Complete,2023-03-17 11:39:44+00:00,,2023-03-18 05:17:44+00:00,2023-03-18 09:04:44+00:00,2,30.07,12.22,17.85
100910,80732,Complete,2025-08-10 15:11:28+00:00,,2025-08-10 18:53:28+00:00,2025-08-11 05:20:28+00:00,2,101.32000000000001,46.31,55.01
100914,80734,Complete,2025-10-06 08:28:31+00:00,,2025-10-08 08:56:31+00:00,2025-10-12 05:52:31+00:00,1,40.0,17.68,22.32
100916,80737,Complete,2026-02-02 04:57:40+00:00,,2026-02-03 12:47:40+00:00,2026-02-07 14:23:40+00:00,1,14.12,6.5,7.62
100918,80741,Complete,2020-07-19 08:48:30+00:00,,2020-07-22 02:05:30+00:00,2020-07-26 23:43:30+00:00,1,12.99,5.75,7.24
100952,80763,Complete,2023-04-03 13:21:41+00:00,,2023-04-05 13:48:41+00:00,2023-04-09 05:44:41+00:00,1,34.5,18.63,15.87
100954,80763,Complete,2025-09-17 18:31:42+00:00,,2025-09-18 18:46:42+00:00,2025-09-21 17:17:42+00:00,1,11.74,5.37,6.37
100955,80763,Complete,2023-04-01 19:20:54+00:00,,2023-04-02 20:31:54+00:00,2023-04-04 06:59:54+00:00,1,11.95,5.02,6.93
100957,80765,Complete,2023-09-14 18:58:57+00:00,,2023-09-16 17:56:57+00:00,2023-09-19 14:29:57+00:00,1,117.99,59.7,58.29
100964,80770,Complete,2022-09-27 14:47:30+00:00,,2022-09-29 14:19:30+00:00,2022-10-01 03:18:30+00:00,1,18.0,8.33,9.67
100967,80772,Complete,2022-12-11 23:41:08+00:00,,2022-12-12 11:02:08+00:00,2022-12-14 18:40:08+00:00,2,34.5,19.22,15.28
100969,80774,Complete,2024-03-21 04:44:49+00:00,,2024-03-22 15:06:49+00:00,2024-03-26 06:28:49+00:00,4,118.88,57.47,61.41
100981,80783,Complete,2025-06-07 07:25:22+00:00,,2025-06-10 00:50:22+00:00,2025-06-14 10:49:22+00:00,1,26.98,11.2,15.78
100984,80788,Complete,2025-03-22 03:14:26+00:00,,2025-03-22 15:50:26+00:00,2025-03-26 06:35:26+00:00,4,154.76,84.71,70.05
100992,80791,Complete,2025-10-28 16:50:47+00:00,,2025-10-29 11:10:47+00:00,2025-11-01 13:06:47+00:00,1,308.0,136.14,171.86
100995,80793,Complete,2025-05-12 01:18:05+00:00,,2025-05-12 07:43:05+00:00,2025-05-15 16:56:05+00:00,1,57.0,36.02,20.98
101003,80797,Complete,2024-12-31 18:00:57+00:00,,2025-01-02 03:29:57+00:00,2025-01-05 01:24:57+00:00,2,52.989999999999995,29.66,23.33
101005,80798,Complete,2026-02-14 12:35:20+00:00,,2026-02-15 01:10:20+00:00,2026-02-19 19:39:20+00:00,1,81.95,34.91,47.04
101007,80800,Complete,2024-12-02 21:28:25+00:00,,2024-12-05 13:56:25+00:00,2024-12-05 18:36:25+00:00,1,59.0,33.51,25.49
101016,80806,Complete,2025-07-14 21:19:33+00:00,,2025-07-16 05:57:33+00:00,2025-07-20 05:55:33+00:00,2,96.49000000000001,46.81,49.68
101020,80807,Complete,2026-02-10 08:05:04+00:00,,2026-02-11 05:54:04+00:00,2026-02-13 18:59:04+00:00,1,58.0,34.57,23.43
101027,80814,Complete,2021-08-12 18:12:10+00:00,,2021-08-13 22:26:10+00:00,2021-08-18 15:35:10+00:00,2,39.94,22.26,17.68
101033,80818,Complete,2026-02-14 09:04:36+00:00,,2026-02-16 17:14:36+00:00,2026-02-20 19:12:36+00:00,1,16.99,7.05,9.94
101044,80825,Complete,2025-12-27 07:31:00+00:00,,2025-12-28 00:33:00+00:00,2025-12-30 13:01:00+00:00,1,9.16,5.09,4.07
101047,80830,Complete,2023-11-25 02:53:42+00:00,,2023-11-27 12:52:42+00:00,2023-11-28 03:37:42+00:00,1,74.5,33.97,40.53
101054,80835,Complete,2024-06-28 18:58:31+00:00,,2024-06-30 10:46:31+00:00,2024-07-01 06:08:31+00:00,1,19.99,9.28,10.71
101058,80839,Complete,2025-03-16 14:58:43+00:00,,2025-03-18 06:29:43+00:00,2025-03-18 20:49:43+00:00,1,110.0,64.79,45.21
101067,80846,Complete,2023-06-05 09:31:00+00:00,,2023-06-06 12:29:00+00:00,2023-06-08 18:56:00+00:00,2,236.99,112.13,124.86
101068,80846,Complete,2023-02-21 00:18:38+00:00,,2023-02-23 08:31:38+00:00,2023-02-25 15:08:38+00:00,1,27.99,18.08,9.91
101072,80847,Complete,2025-07-16 03:06:06+00:00,,2025-07-16 21:08:06+00:00,2025-07-17 14:06:06+00:00,1,20.99,8.06,12.93
101078,80853,Complete,2023-11-30 21:57:25+00:00,,2023-12-02 20:14:25+00:00,2023-12-04 00:34:25+00:00,1,99.5,46.47,53.03
101086,80859,Complete,2024-04-22 17:33:34+00:00,,2024-04-23 14:51:34+00:00,2024-04-28 06:29:34+00:00,1,68.0,36.72,31.28
101087,80860,Complete,2025-07-17 20:41:57+00:00,,2025-07-19 04:00:57+00:00,2025-07-19 06:13:57+00:00,1,48.0,27.12,20.88
101109,80880,Complete,2025-09-14 00:55:15+00:00,,2025-09-15 06:50:15+00:00,2025-09-19 23:27:15+00:00,3,275.45,136.92,138.53
101116,80884,Complete,2026-02-14 23:13:04+00:00,,2026-02-16 05:56:04+00:00,2026-02-21 04:16:04+00:00,1,50.0,20.6,29.4
101154,80913,Complete,2025-11-09 01:04:20+00:00,,2025-11-11 11:40:20+00:00,2025-11-12 22:40:20+00:00,1,33.0,15.87,17.13
101163,80919,Complete,2023-05-03 11:47:54+00:00,,2023-05-06 11:27:54+00:00,2023-05-10 22:53:54+00:00,1,32.95,16.34,16.61
101168,80924,Complete,2025-12-19 18:25:21+00:00,,2025-12-21 14:07:21+00:00,2025-12-25 00:02:21+00:00,2,103.74,51.79,51.95
101178,80928,Complete,2025-12-19 14:43:33+00:00,,2025-12-22 12:05:33+00:00,2025-12-26 06:16:33+00:00,1,15.0,6.2,8.8
101182,80933,Complete,2024-10-12 03:17:54+00:00,,2024-10-14 17:50:54+00:00,2024-10-15 19:23:54+00:00,2,42.95,19.28,23.67
101183,80934,Complete,2024-05-19 17:26:10+00:00,,2024-05-19 17:28:10+00:00,2024-05-22 02:24:10+00:00,2,81.97999999999999,39.03,42.95
101191,80942,Complete,2024-08-26 00:01:46+00:00,,2024-08-27 21:14:46+00:00,2024-08-29 09:53:46+00:00,1,7.45,2.63,4.82
101202,80952,Complete,2026-02-09 19:56:35+00:00,,2026-02-11 23:22:35+00:00,2026-02-15 08:23:35+00:00,1,139.0,64.91,74.09
101205,80954,Complete,2023-07-24 16:17:28+00:00,,2023-07-25 22:32:28+00:00,2023-07-30 01:22:28+00:00,1,160.0,100.32,59.68
101210,80956,Complete,2026-02-14 14:42:00+00:00,,2026-02-15 22:15:00+00:00,2026-02-20 03:21:00+00:00,2,114.0,56.99,57.01
101217,80962,Complete,2025-12-17 07:49:47+00:00,,2025-12-19 08:46:47+00:00,2025-12-21 20:06:47+00:00,1,79.99,39.04,40.95
101224,80971,Complete,2022-02-23 20:55:25+00:00,,2022-02-26 05:28:25+00:00,2022-03-02 13:44:25+00:00,1,54.99,21.67,33.32
101251,80988,Complete,2021-05-12 08:34:20+00:00,,2021-05-13 16:03:20+00:00,2021-05-17 06:57:20+00:00,1,39.95,19.46,20.49
101252,80988,Complete,2025-07-15 10:45:00+00:00,,2025-07-16 06:57:00+00:00,2025-07-19 13:02:00+00:00,1,125.0,50.38,74.62
101256,80992,Complete,2024-09-01 05:30:45+00:00,,2024-09-02 20:00:45+00:00,2024-09-02 22:03:45+00:00,1,36.0,16.7,19.3
101257,80994,Complete,2024-12-01 04:36:46+00:00,,2024-12-03 19:48:46+00:00,2024-12-08 06:10:46+00:00,1,32.0,14.21,17.79
101260,80998,Complete,2023-08-21 01:13:55+00:00,,2023-08-23 11:33:55+00:00,2023-08-24 06:00:55+00:00,1,11.99,5.56,6.43
101286,81021,Complete,2026-02-05 16:10:01+00:00,,2026-02-07 05:22:01+00:00,2026-02-10 16:52:01+00:00,4,126.32000000000001,71.25,55.07
101287,81021,Complete,2025-12-23 01:35:11+00:00,,2025-12-24 03:59:11+00:00,2025-12-25 21:42:11+00:00,1,109.99,47.52,62.47
101295,81028,Complete,2025-01-18 00:42:38+00:00,,2025-01-19 10:12:38+00:00,2025-01-22 23:16:38+00:00,1,20.95,8.28,12.67
101300,81034,Complete,2025-06-28 16:08:44+00:00,,2025-06-30 15:49:44+00:00,2025-07-02 02:49:44+00:00,1,25.41,12.88,12.53
101307,81039,Complete,2026-01-29 23:05:14+00:00,,2026-01-30 19:42:14+00:00,2026-02-03 03:30:14+00:00,1,23.63,10.14,13.49
101312,81045,Complete,2025-08-25 22:29:28+00:00,,2025-08-28 20:58:28+00:00,2025-08-31 21:16:28+00:00,4,131.44,62.24,69.2
101342,81070,Complete,2026-01-07 11:35:22+00:00,,2026-01-10 04:10:22+00:00,2026-01-13 09:48:22+00:00,4,492.0,242.12,249.88
101343,81071,Complete,2025-09-13 04:58:19+00:00,,2025-09-14 10:05:19+00:00,2025-09-16 11:51:19+00:00,1,64.95,26.63,38.32
101344,81071,Complete,2023-11-12 10:41:18+00:00,,2023-11-13 17:32:18+00:00,2023-11-18 01:05:18+00:00,2,58.900000000000006,29.79,29.11
101345,81071,Complete,2026-01-21 17:31:33+00:00,,2026-01-22 09:16:33+00:00,2026-01-24 23:37:33+00:00,1,12.2,5.58,6.62
101349,81074,Complete,2023-05-17 12:45:34+00:00,,2023-05-19 23:09:34+00:00,2023-05-23 03:03:34+00:00,1,105.6,62.73,42.87
101350,81075,Complete,2024-08-20 08:28:24+00:00,,2024-08-22 12:25:24+00:00,2024-08-24 07:17:24+00:00,1,44.5,22.07,22.43
101371,81093,Complete,2023-06-23 08:27:54+00:00,,2023-06-24 20:23:54+00:00,2023-06-25 23:25:54+00:00,1,27.99,13.83,14.16
101376,81096,Complete,2022-07-02 01:28:26+00:00,,2022-07-04 12:02:26+00:00,2022-07-09 06:00:26+00:00,1,24.97,14.08,10.89
101377,81096,Complete,2025-05-11 09:32:47+00:00,,2025-05-13 19:23:47+00:00,2025-05-16 06:37:47+00:00,1,34.25,16.78,17.47
101378,81097,Complete,2023-02-04 23:15:02+00:00,,2023-02-05 22:20:02+00:00,2023-02-09 15:12:02+00:00,1,15.99,9.47,6.52
101393,81107,Complete,2020-04-03 05:22:30+00:00,,2020-04-03 18:37:30+00:00,2020-04-05 12:12:30+00:00,2,176.9,84.31,92.59
101405,81117,Complete,2021-02-23 15:19:25+00:00,,2021-02-23 21:03:25+00:00,2021-02-27 07:18:25+00:00,1,239.0,109.7,129.3
101408,81121,Complete,2025-10-08 09:18:44+00:00,,2025-10-09 00:46:44+00:00,2025-10-09 11:39:44+00:00,2,126.99,56.89,70.1
101409,81123,Complete,2024-11-21 18:42:36+00:00,,2024-11-23 05:31:36+00:00,2024-11-25 17:01:36+00:00,1,44.93,28.98,15.95
101410,81123,Complete,2023-06-16 11:02:22+00:00,,2023-06-18 05:29:22+00:00,2023-06-19 07:49:22+00:00,1,25.0,15.78,9.22
101413,81124,Complete,2025-04-11 05:07:37+00:00,,2025-04-12 14:43:37+00:00,2025-04-15 05:30:37+00:00,2,47.5,28.26,19.24
101414,81124,Complete,2025-11-30 14:40:46+00:00,,2025-12-03 10:41:46+00:00,2025-12-03 23:33:46+00:00,4,183.69,76.9,106.79
101422,81128,Complete,2025-07-30 04:32:32+00:00,,2025-08-01 10:54:32+00:00,2025-08-03 22:05:32+00:00,1,24.99,12.77,12.22
101429,81132,Complete,2025-11-16 01:09:46+00:00,,2025-11-17 09:28:46+00:00,2025-11-20 12:51:46+00:00,2,35.209999999999994,15.42,19.79
101441,81142,Complete,2026-02-06 23:09:58+00:00,,2026-02-07 19:30:58+00:00,2026-02-09 12:28:58+00:00,2,50.1,22.56,27.54
101442,81143,Complete,2025-05-18 08:16:53+00:00,,2025-05-18 09:00:53+00:00,2025-05-18 10:01:53+00:00,2,109.09,51.76,57.33
101443,81144,Complete,2025-07-28 17:25:35+00:00,,2025-07-31 03:15:35+00:00,2025-08-02 04:00:35+00:00,1,47.0,22.89,24.11
101465,81163,Complete,2024-08-18 05:37:49+00:00,,2024-08-20 04:33:49+00:00,2024-08-22 16:16:49+00:00,1,36.99,18.61,18.38
101467,81163,Complete,2024-02-10 18:31:05+00:00,,2024-02-11 09:50:05+00:00,2024-02-15 12:01:05+00:00,3,207.77,100.23,107.54
101473,81167,Complete,2023-01-27 00:23:24+00:00,,2023-01-29 20:57:24+00:00,2023-02-02 21:15:24+00:00,1,107.0,46.22,60.78
101481,81175,Complete,2023-08-26 03:17:39+00:00,,2023-08-28 13:19:39+00:00,2023-09-01 05:49:39+00:00,2,37.15,18.29,18.86
101489,81180,Complete,2022-04-22 09:19:46+00:00,,2022-04-24 16:10:46+00:00,2022-04-26 14:16:46+00:00,1,39.95,15.26,24.69
101490,81182,Complete,2020-11-10 02:28:59+00:00,,2020-11-13 01:03:59+00:00,2020-11-17 04:28:59+00:00,2,88.5,48.69,39.81
101501,81194,Complete,2025-02-19 01:59:04+00:00,,2025-02-21 21:04:04+00:00,2025-02-24 13:01:04+00:00,1,12.99,5.04,7.95
101504,81197,Complete,2021-05-01 15:36:57+00:00,,2021-05-02 09:16:57+00:00,2021-05-03 03:52:57+00:00,1,60.0,24.06,35.94
101505,81198,Complete,2024-07-13 11:46:30+00:00,,2024-07-15 02:07:30+00:00,2024-07-15 10:35:30+00:00,1,20.9,10.14,10.76
101507,81200,Complete,2025-11-24 21:15:11+00:00,,2025-11-25 14:35:11+00:00,2025-11-30 01:24:11+00:00,1,20.0,7.1,12.9
101511,81204,Complete,2025-04-24 07:07:03+00:00,,2025-04-24 14:25:03+00:00,2025-04-28 20:00:03+00:00,1,69.0,34.02,34.98
101517,81208,Complete,2023-05-13 08:17:45+00:00,,2023-05-14 21:58:45+00:00,2023-05-18 22:55:45+00:00,1,111.13,51.79,59.34
101523,81215,Complete,2025-08-19 16:22:52+00:00,,2025-08-21 04:07:52+00:00,2025-08-21 08:14:52+00:00,2,51.54,23.27,28.27
101538,81226,Complete,2025-01-12 02:29:16+00:00,,2025-01-15 02:20:16+00:00,2025-01-18 08:07:16+00:00,1,25.0,11.75,13.25
101542,81230,Complete,2025-08-17 11:30:20+00:00,,2025-08-18 00:51:20+00:00,2025-08-19 20:15:20+00:00,1,99.0,57.42,41.58
101553,81238,Complete,2022-12-09 15:31:18+00:00,,2022-12-12 12:43:18+00:00,2022-12-15 14:12:18+00:00,3,217.99,99.78,118.21
101572,81255,Complete,2021-07-14 12:00:26+00:00,,2021-07-15 09:50:26+00:00,2021-07-20 03:16:26+00:00,1,7.99,3.96,4.03
101581,81263,Complete,2025-12-26 11:40:10+00:00,,2025-12-26 20:26:10+00:00,2025-12-29 19:14:10+00:00,2,86.97999999999999,43.67,43.31
101584,81265,Complete,2023-05-16 17:45:02+00:00,,2023-05-17 22:31:02+00:00,2023-05-20 22:08:02+00:00,1,41.23,20.61,20.62
101586,81268,Complete,2023-03-17 04:38:31+00:00,,2023-03-18 18:06:31+00:00,2023-03-20 11:46:31+00:00,1,32.0,15.04,16.96
101587,81268,Complete,2022-03-06 18:24:25+00:00,,2022-03-09 10:44:25+00:00,2022-03-14 05:50:25+00:00,1,128.0,53.38,74.62
101598,81278,Complete,2025-09-21 07:48:38+00:00,,2025-09-21 22:57:38+00:00,2025-09-24 00:17:38+00:00,2,41.98,20.3,21.68
101601,81280,Complete,2021-06-25 04:08:49+00:00,,2021-06-25 15:36:49+00:00,2021-06-26 22:14:49+00:00,1,30.99,15.4,15.59
101606,81285,Complete,2022-01-15 04:23:25+00:00,,2022-01-16 03:17:25+00:00,2022-01-19 14:31:25+00:00,4,120.93,64.52,56.41
101609,81285,Complete,2021-09-05 04:09:58+00:00,,2021-09-06 11:14:58+00:00,2021-09-08 15:37:58+00:00,1,79.99,39.68,40.31
101610,81286,Complete,2026-01-06 19:58:14+00:00,,2026-01-07 07:44:14+00:00,2026-01-09 21:32:14+00:00,1,47.95,19.56,28.39
101632,81306,Complete,2024-08-19 07:30:43+00:00,,2024-08-20 04:57:43+00:00,2024-08-22 16:14:43+00:00,4,241.03,113.82,127.21
101639,81311,Complete,2026-02-06 12:56:47+00:00,,2026-02-09 03:27:47+00:00,2026-02-13 18:04:47+00:00,2,93.0,47.59,45.41
101646,81317,Complete,2026-02-02 14:13:07+00:00,,2026-02-02 23:58:07+00:00,2026-02-04 22:28:07+00:00,1,129.99,73.96,56.03
101650,81319,Complete,2024-04-12 10:31:08+00:00,,2024-04-13 22:26:08+00:00,2024-04-15 14:37:08+00:00,2,84.99000000000001,33.29,51.7
101651,81320,Complete,2023-10-10 19:02:15+00:00,,2023-10-11 21:31:15+00:00,2023-10-14 12:38:15+00:00,1,8.49,3.12,5.37
101659,81330,Complete,2019-08-28 21:11:57+00:00,,2019-08-30 02:18:57+00:00,2019-09-03 13:01:57+00:00,1,24.99,12.82,12.17
101661,81331,Complete,2023-06-06 14:50:15+00:00,,2023-06-09 10:24:15+00:00,2023-06-13 18:07:15+00:00,2,87.99000000000001,47.19,40.8
101675,81342,Complete,2022-07-15 22:26:48+00:00,,2022-07-16 14:27:48+00:00,2022-07-18 14:33:48+00:00,1,16.0,8.48,7.52
101677,81343,Complete,2023-05-04 12:49:58+00:00,,2023-05-05 06:07:58+00:00,2023-05-08 20:46:58+00:00,1,12.0,6.2,5.8
101681,81346,Complete,2021-07-22 16:00:16+00:00,,2021-07-23 06:39:16+00:00,2021-07-23 11:23:16+00:00,1,64.5,29.99,34.51
101682,81346,Complete,2023-11-05 19:25:52+00:00,,2023-11-08 11:04:52+00:00,2023-11-09 17:44:52+00:00,1,26.0,14.27,11.73
101684,81348,Complete,2025-10-20 22:04:47+00:00,,2025-10-22 21:43:47+00:00,2025-10-24 22:21:47+00:00,1,68.0,34.88,33.12
101695,81357,Complete,2025-05-05 06:23:39+00:00,,2025-05-07 12:20:39+00:00,2025-05-07 16:41:39+00:00,1,99.0,46.73,52.27
101698,81359,Complete,2025-03-13 10:37:31+00:00,,2025-03-14 18:36:31+00:00,2025-03-17 08:55:31+00:00,1,198.0,97.81,100.19
101699,81359,Complete,2026-01-30 15:10:43+00:00,,2026-01-31 03:32:43+00:00,2026-01-31 05:31:43+00:00,3,104.49,52.56,51.93
101700,81361,Complete,2025-08-05 05:11:05+00:00,,2025-08-06 21:13:05+00:00,2025-08-08 19:41:05+00:00,1,80.0,40.08,39.92
101702,81361,Complete,2025-05-17 06:15:27+00:00,,2025-05-18 20:50:27+00:00,2025-05-21 19:51:27+00:00,1,42.22,19.59,22.63
101718,81378,Complete,2024-03-14 08:40:02+00:00,,2024-03-14 14:30:02+00:00,2024-03-16 02:51:02+00:00,2,149.99,65.85,84.14
101719,81379,Complete,2025-11-08 22:17:34+00:00,,2025-11-10 02:43:34+00:00,2025-11-11 20:57:34+00:00,2,408.0,211.98,196.02
101734,81394,Complete,2022-09-11 21:45:15+00:00,,2022-09-12 07:12:15+00:00,2022-09-15 23:43:15+00:00,1,13.56,7.21,6.35
101735,81394,Complete,2022-04-13 22:23:39+00:00,,2022-04-16 01:35:39+00:00,2022-04-16 06:26:39+00:00,1,59.99,33.29,26.7
101761,81415,Complete,2026-01-03 11:59:19+00:00,,2026-01-05 12:37:19+00:00,2026-01-09 10:48:19+00:00,1,80.0,34.16,45.84
101769,81422,Complete,2025-10-27 08:11:16+00:00,,2025-10-28 14:45:16+00:00,2025-10-30 12:50:16+00:00,1,44.0,23.14,20.86
101779,81427,Complete,2025-10-01 10:19:18+00:00,,2025-10-02 21:54:18+00:00,2025-10-03 08:47:18+00:00,1,62.99,38.3,24.69
101803,81442,Complete,2025-09-07 11:30:31+00:00,,2025-09-08 17:42:31+00:00,2025-09-10 04:44:31+00:00,1,59.0,28.5,30.5
101817,81455,Complete,2022-03-26 20:36:25+00:00,,2022-03-27 07:15:25+00:00,2022-03-28 07:15:25+00:00,1,69.95,29.8,40.15
101818,81455,Complete,2022-08-15 17:33:33+00:00,,2022-08-17 15:08:33+00:00,2022-08-21 07:38:33+00:00,2,26.779999999999998,14.73,12.05
101828,81466,Complete,2023-05-07 14:05:48+00:00,,2023-05-09 13:23:48+00:00,2023-05-14 09:11:48+00:00,2,15.03,6.85,8.18
101831,81469,Complete,2023-03-13 14:26:45+00:00,,2023-03-15 19:07:45+00:00,2023-03-20 01:59:45+00:00,1,55.99,36.06,19.93
101836,81473,Complete,2022-11-01 21:11:02+00:00,,2022-11-04 19:12:02+00:00,2022-11-07 02:04:02+00:00,1,75.0,38.47,36.53
101860,81491,Complete,2021-11-13 01:03:48+00:00,,2021-11-15 18:28:48+00:00,2021-11-20 11:33:48+00:00,1,99.0,57.32,41.68
