id,product_id,product_distribution_center_id,in_stock,month_year_creation,days_in_stock
37723,2605,4,0,Dec 2025,18.0
37724,2605,4,1,Dec 2024,
37725,2605,4,1,Jan 2021,
69161,2605,4,0,Nov 2022,0.0
69162,2605,4,1,Dec 2022,
168315,2605,4,0,Apr 2024,18.0
168316,2605,4,1,Dec 2022,
179728,2605,4,0,Jun 2024,25.0
179729,2605,4,1,Nov 2022,
179730,2605,4,1,Jun 2020,
244857,2605,4,0,Mar 2024,58.0
244858,2605,4,1,Jun 2022,
248321,2605,4,0,Aug 2024,13.0
248322,2605,4,1,Jun 2025,
248323,2605,4,1,Jun 2023,
458428,2605,4,0,May 2025,50.0
458429,2605,4,1,Mar 2022,
458430,2605,4,1,Oct 2021,
458431,2605,4,1,Jul 2022,
163495,3045,4,0,Oct 2025,16.0
163496,3045,4,1,Nov 2024,
163497,3045,4,1,Apr 2025,
390468,3045,4,0,Jul 2025,34.0
390469,3045,4,1,Oct 2020,
51944,2782,4,0,Jul 2024,19.0
51945,2782,4,1,Oct 2021,
51946,2782,4,1,Jul 2021,
51947,2782,4,1,Sep 2020,
77831,2782,4,0,May 2025,25.0
77832,2782,4,1,Jan 2024,
77833,2782,4,1,Dec 2021,
77834,2782,4,1,Apr 2025,
78725,2782,4,0,Dec 2025,0.0
78726,2782,4,1,Feb 2021,
142836,2782,4,0,Dec 2025,45.0
142837,2782,4,1,Jul 2024,
246379,2782,4,0,Jul 2023,35.0
246380,2782,4,1,May 2022,
246381,2782,4,1,Feb 2020,
373129,2782,4,0,Sep 2025,53.0
373130,2782,4,1,Apr 2022,
373131,2782,4,1,Aug 2021,
28049,2485,4,0,Nov 2025,39.0
28050,2485,4,1,Jul 2025,
203928,2485,4,0,Apr 2024,48.0
203929,2485,4,1,Mar 2021,
203930,2485,4,1,Jun 2020,
249142,2485,4,0,Apr 2025,47.0
249143,2485,4,1,Jun 2022,
249144,2485,4,1,Apr 2021,
81668,2793,4,0,Nov 2025,54.0
81669,2793,4,1,Jun 2021,
81670,2793,4,1,Jul 2020,
223628,2793,4,0,Apr 2023,25.0
223629,2793,4,1,Aug 2020,
223630,2793,4,1,Apr 2024,
223631,2793,4,1,May 2022,
44640,2736,6,0,Oct 2025,23.0
44641,2736,6,1,Apr 2024,
44642,2736,6,1,Feb 2025,
44643,2736,6,1,May 2025,
67026,2736,6,0,Jan 2020,18.0
67027,2736,6,1,Oct 2020,
83522,2736,6,0,Nov 2025,56.0
83523,2736,6,1,Feb 2025,
83524,2736,6,1,Aug 2022,
223890,2736,6,0,Dec 2025,43.0
223891,2736,6,1,Jul 2023,
223892,2736,6,1,Feb 2020,
223893,2736,6,1,Apr 2025,
23271,2827,1,0,Apr 2025,28.0
23272,2827,1,1,Jul 2020,
23273,2827,1,1,Jul 2025,
109187,2827,1,0,Nov 2020,13.0
109188,2827,1,1,Aug 2024,
125081,2827,1,0,Jan 2025,19.0
125082,2827,1,1,Oct 2020,
125083,2827,1,1,May 2022,
125084,2827,1,1,Oct 2025,
311828,2827,1,0,Dec 2021,51.0
311829,2827,1,1,Oct 2022,
394538,2827,1,0,Dec 2023,26.0
394539,2827,1,1,Jul 2024,
145698,2631,1,0,Jun 2023,51.0
145699,2631,1,1,Aug 2021,
145700,2631,1,1,Apr 2020,
158265,2631,1,0,Dec 2025,58.0
158266,2631,1,1,Nov 2022,
158267,2631,1,1,Feb 2025,
200056,2631,1,0,Dec 2022,35.0
200057,2631,1,1,Jul 2021,
200058,2631,1,1,Jun 2020,
200059,2631,1,1,Aug 2020,
244427,2631,1,0,Apr 2025,59.0
244428,2631,1,1,Feb 2024,
292223,2631,1,0,Nov 2025,35.0
292224,2631,1,1,Jan 2026,
304617,2631,1,0,Nov 2023,23.0
304618,2631,1,1,Dec 2023,
304619,2631,1,1,Oct 2021,
304620,2631,1,1,Mar 2024,
383436,2631,1,0,Jun 2021,24.0
383437,2631,1,1,Jul 2020,
383438,2631,1,1,Jun 2024,
392136,2631,1,0,Dec 2024,41.0
392137,2631,1,1,May 2022,
446559,2631,1,0,Mar 2025,28.0
446560,2631,1,1,Nov 2020,
446561,2631,1,1,Jun 2022,
450505,2631,1,0,Dec 2025,50.0
450506,2631,1,1,May 2020,
461893,2631,1,0,Aug 2022,11.0
461894,2631,1,1,Oct 2023,
65305,18722,5,0,Aug 2023,58.0
65306,18722,5,1,May 2020,
78554,18722,5,0,Sep 2024,55.0
78555,18722,5,1,Jun 2023,
80577,18722,5,0,Nov 2023,5.0
80578,18722,5,1,Oct 2022,
80579,18722,5,1,Nov 2022,
218864,18722,5,0,Apr 2023,9.0
218865,18722,5,1,Sep 2022,
218866,18722,5,1,Dec 2025,
277814,18722,5,0,Sep 2024,42.0
277815,18722,5,1,May 2022,
320267,18722,5,0,Jan 2026,4.0
320268,18722,5,1,Aug 2023,
369608,18722,5,0,Nov 2023,29.0
369609,18722,5,1,Jun 2023,
369610,18722,5,1,Dec 2023,
369611,18722,5,1,Aug 2022,
429156,18722,5,0,Oct 2025,41.0
429157,18722,5,1,Jan 2026,
429158,18722,5,1,Aug 2024,
446478,18722,5,0,Nov 2024,42.0
446479,18722,5,1,Dec 2024,
446480,18722,5,1,Apr 2021,
446481,18722,5,1,Oct 2020,
222080,18740,3,0,Jul 2020,52.0
222081,18740,3,1,Apr 2023,
253906,18740,3,0,Jan 2026,6.0
253907,18740,3,1,Apr 2022,
464823,18740,3,0,Nov 2021,36.0
464824,18740,3,1,May 2025,
481025,18740,3,0,Oct 2025,35.0
481026,18740,3,1,Jun 2024,
38998,18728,7,0,Oct 2023,51.0
38999,18728,7,1,Jan 2023,
164704,18728,7,0,Dec 2024,42.0
164705,18728,7,1,Jan 2026,
170851,18728,7,0,May 2025,29.0
170852,18728,7,1,Aug 2025,
223279,18728,7,0,Apr 2025,37.0
223280,18728,7,1,Dec 2023,
223281,18728,7,1,Apr 2023,
396150,18728,7,0,Oct 2023,29.0
396151,18728,7,1,Feb 2020,
396152,18728,7,1,Nov 2022,
449520,18728,7,0,Jul 2025,16.0
449521,18728,7,1,Mar 2024,
450263,18728,7,0,May 2025,42.0
450264,18728,7,1,Apr 2022,
450265,18728,7,1,Jan 2026,
16836,18279,7,0,Oct 2024,45.0
16837,18279,7,1,Apr 2022,
16838,18279,7,1,Sep 2020,
56615,18279,7,0,Apr 2022,2.0
56616,18279,7,1,Jan 2026,
120831,18279,7,0,Aug 2023,38.0
120832,18279,7,1,May 2023,
120833,18279,7,1,Mar 2024,
120834,18279,7,1,Apr 2021,
132496,18279,7,0,Aug 2023,2.0
132497,18279,7,1,Mar 2024,
132498,18279,7,1,Jul 2021,
160025,18279,7,0,Jan 2026,32.0
160026,18279,7,1,Jun 2021,
160027,18279,7,1,Jul 2021,
160028,18279,7,1,Jul 2021,
318216,18279,7,0,May 2025,26.0
318217,18279,7,1,Feb 2020,
368059,18279,7,0,May 2024,9.0
368060,18279,7,1,May 2022,
368061,18279,7,1,Nov 2025,
368062,18279,7,1,Mar 2025,
29059,18778,7,0,Aug 2019,29.0
29060,18778,7,1,Jan 2024,
29061,18778,7,1,Apr 2023,
58447,18778,7,0,Sep 2025,7.0
58448,18778,7,1,Dec 2021,
78165,18778,7,0,Feb 2025,19.0
78166,18778,7,1,Sep 2020,
151511,18778,7,0,Jan 2021,10.0
151512,18778,7,1,Mar 2023,
339424,18778,7,0,Nov 2025,8.0
339425,18778,7,1,Nov 2020,
339426,18778,7,1,Dec 2024,
339427,18778,7,1,Feb 2023,
451641,18778,7,0,Jul 2025,58.0
451642,18778,7,1,Oct 2020,
464318,18778,7,0,Jul 2025,43.0
464319,18778,7,1,Oct 2022,
473883,18778,7,0,Jan 2026,34.0
473884,18778,7,1,Sep 2023,
474230,18778,7,0,Nov 2025,45.0
474231,18778,7,1,Jul 2020,
6990,18713,7,0,Nov 2024,52.0
6991,18713,7,1,Dec 2020,
28271,18713,7,0,Sep 2025,50.0
28272,18713,7,1,Sep 2024,
76004,18713,7,0,Mar 2025,22.0
76005,18713,7,1,Oct 2025,
76006,18713,7,1,Aug 2020,
76007,18713,7,1,Sep 2023,
110384,18713,7,0,Sep 2025,57.0
110385,18713,7,1,Nov 2022,
110386,18713,7,1,Sep 2024,
111263,18713,7,0,Jan 2026,27.0
111264,18713,7,1,May 2024,
112105,18713,7,0,Feb 2024,53.0
112106,18713,7,1,Jun 2020,
112107,18713,7,1,Jul 2025,
301064,18713,7,0,Apr 2025,58.0
301065,18713,7,1,Jun 2022,
347099,18713,7,0,Apr 2025,59.0
347100,18713,7,1,Mar 2021,
387701,18713,7,0,Jan 2025,26.0
387702,18713,7,1,Dec 2023,
417832,18713,7,0,May 2021,3.0
417833,18713,7,1,Feb 2020,
417834,18713,7,1,Feb 2024,
428011,18713,7,0,Jun 2020,23.0
428012,18713,7,1,Aug 2021,
428013,18713,7,1,Jan 2025,
428014,18713,7,1,Sep 2025,
11820,18354,7,0,May 2025,54.0
11821,18354,7,1,Nov 2021,
66845,18354,7,0,Feb 2023,23.0
66846,18354,7,1,May 2020,
66847,18354,7,1,Oct 2024,
66848,18354,7,1,Jan 2026,
109883,18354,7,0,Mar 2023,13.0
109884,18354,7,1,May 2024,
109885,18354,7,1,Jun 2022,
139771,18354,7,0,Dec 2022,39.0
139772,18354,7,1,Jul 2022,
139773,18354,7,1,Jun 2025,
160033,18354,7,0,Oct 2024,38.0
160034,18354,7,1,May 2020,
160035,18354,7,1,Mar 2024,
342079,18354,7,0,Feb 2025,15.0
342080,18354,7,1,Apr 2021,
351605,18354,7,0,Nov 2024,35.0
351606,18354,7,1,May 2021,
351607,18354,7,1,Jul 2020,
351608,18354,7,1,May 2021,
361241,18354,7,0,Oct 2022,26.0
361242,18354,7,1,Apr 2022,
412840,18354,7,0,Apr 2022,26.0
412841,18354,7,1,Aug 2025,
416229,18354,7,0,Dec 2023,16.0
416230,18354,7,1,Nov 2025,
10865,18242,7,0,Sep 2023,9.0
10866,18242,7,1,Nov 2020,
10867,18242,7,1,Feb 2021,
309722,18242,7,0,Jun 2023,8.0
309723,18242,7,1,Jan 2023,
309724,18242,7,1,Dec 2025,
352144,18242,7,0,Aug 2025,41.0
352145,18242,7,1,Sep 2020,
273715,18625,7,0,Mar 2025,7.0
273716,18625,7,1,Jun 2021,
273717,18625,7,1,Feb 2025,
402260,18625,7,0,Jul 2025,37.0
402261,18625,7,1,Jun 2023,
402262,18625,7,1,Oct 2025,
450219,18625,7,0,May 2024,19.0
450220,18625,7,1,Oct 2024,
25786,18225,7,0,Jul 2023,38.0
25787,18225,7,1,Mar 2020,
47901,18480,7,0,Sep 2025,14.0
47902,18480,7,1,Mar 2025,
47903,18480,7,1,Apr 2022,
61494,18480,7,0,Jun 2023,0.0
61495,18480,7,1,Apr 2023,
61496,18480,7,1,Jun 2020,
61497,18480,7,1,Mar 2022,
76036,18225,7,0,Jan 2026,30.0
76037,18225,7,1,Jan 2020,
76038,18225,7,1,Jan 2025,
76039,18225,7,1,Jun 2024,
95435,18480,7,0,Jan 2026,2.0
95436,18480,7,1,Dec 2021,
127285,18225,7,0,Jun 2024,40.0
127286,18225,7,1,Aug 2021,
213477,18225,7,0,Jun 2021,25.0
213478,18225,7,1,Feb 2023,
213479,18225,7,1,Jan 2022,
213480,18225,7,1,Nov 2021,
322759,18225,7,0,Oct 2025,24.0
322760,18225,7,1,Apr 2025,
322761,18225,7,1,Oct 2023,
336016,18480,7,0,May 2024,3.0
336017,18480,7,1,Dec 2022,
336018,18480,7,1,Jun 2024,
337124,18480,7,0,Sep 2024,11.0
337125,18480,7,1,Jul 2023,
357697,18480,7,0,Nov 2025,6.0
357698,18480,7,1,Jul 2021,
464706,18480,7,0,Jan 2026,6.0
464707,18480,7,1,Jun 2022,
464708,18480,7,1,Jan 2025,
464709,18480,7,1,Oct 2024,
34500,3018,7,0,Aug 2023,0.0
34501,3018,7,1,Nov 2025,
423237,3018,7,0,May 2025,8.0
423238,3018,7,1,May 2025,
423239,3018,7,1,Dec 2021,
73601,2795,7,0,Jul 2025,8.0
73602,2795,7,1,Mar 2024,
73603,2795,7,1,Apr 2021,
73604,2795,7,1,Jan 2024,
107847,2795,7,0,Jan 2026,27.0
107848,2795,7,1,Jan 2024,
138493,2795,7,0,Dec 2023,28.0
138494,2795,7,1,Jan 2021,
138495,2795,7,1,Dec 2023,
218156,2795,7,0,Jan 2026,11.0
218157,2795,7,1,Nov 2025,
218158,2795,7,1,Sep 2022,
218159,2795,7,1,Jul 2022,
231681,2795,7,0,Aug 2023,42.0
231682,2795,7,1,Jan 2023,
372421,2795,7,0,Apr 2025,7.0
372422,2795,7,1,Apr 2025,
374770,2795,7,0,Dec 2025,57.0
374771,2795,7,1,May 2024,
453726,2795,7,0,Jan 2020,13.0
453727,2795,7,1,Oct 2022,
462884,2795,7,0,Nov 2025,7.0
462885,2795,7,1,Jul 2021,
462886,2795,7,1,Feb 2022,
462887,2795,7,1,Jan 2023,
92888,2866,7,0,Dec 2025,36.0
92889,2866,7,1,Aug 2025,
92890,2866,7,1,Mar 2021,
92891,2866,7,1,Jan 2022,
333194,2866,7,0,Mar 2020,3.0
333195,2866,7,1,Feb 2022,
380596,2866,7,0,Nov 2025,35.0
380597,2866,7,1,Sep 2022,
380598,2866,7,1,Feb 2022,
380599,2866,7,1,Apr 2024,
28489,2663,7,0,Jan 2022,23.0
28490,2663,7,1,Jun 2021,
28491,2663,7,1,Dec 2024,
294510,2663,7,0,Nov 2025,31.0
294511,2663,7,1,Aug 2025,
294512,2663,7,1,Jun 2024,
294513,2663,7,1,Aug 2021,
393323,2663,7,0,Dec 2024,35.0
393324,2663,7,1,Feb 2025,
393325,2663,7,1,May 2024,
467271,2663,7,0,Mar 2025,20.0
467272,2663,7,1,Nov 2021,
467273,2663,7,1,Jun 2021,
30941,2894,7,0,Oct 2025,38.0
30942,2894,7,1,Jan 2021,
30943,2894,7,1,Jan 2025,
30944,2894,7,1,Jul 2021,
53463,2894,7,0,May 2025,21.0
53464,2894,7,1,Aug 2023,
59314,2894,7,0,Jan 2026,21.0
59315,2894,7,1,Nov 2021,
148050,2894,7,0,Mar 2024,26.0
148051,2894,7,1,May 2020,
161587,2894,7,0,Aug 2024,15.0
161588,2894,7,1,Dec 2022,
161589,2894,7,1,Apr 2023,
166304,2894,7,0,Mar 2025,11.0
166305,2894,7,1,Jun 2025,
179149,2894,7,0,Feb 2025,32.0
179150,2894,7,1,Dec 2022,
179151,2894,7,1,Jun 2024,
179152,2894,7,1,Aug 2024,
183326,2894,7,0,Oct 2025,47.0
183327,2894,7,1,Feb 2025,
30118,3026,7,0,Sep 2020,52.0
30119,3026,7,1,Feb 2020,
30120,3026,7,1,Jul 2023,
30121,3026,7,1,Feb 2026,
38530,3026,7,0,Apr 2021,47.0
38531,3026,7,1,Jan 2026,
67220,3026,7,0,Feb 2019,43.0
67221,3026,7,1,Feb 2024,
67222,3026,7,1,Apr 2023,
67223,3026,7,1,Dec 2025,
212915,3026,7,0,Jan 2026,0.0
212916,3026,7,1,Sep 2020,
212917,3026,7,1,Apr 2022,
417933,3026,7,0,Jun 2022,45.0
417934,3026,7,1,May 2024,
444466,3026,7,0,Jan 2024,8.0
444467,3026,7,1,Dec 2020,
49592,2610,7,0,Jun 2023,57.0
49593,2610,7,1,Jun 2023,
49594,2610,7,1,Feb 2021,
53665,2610,7,0,Feb 2026,11.0
53666,2610,7,1,May 2024,
53667,2610,7,1,Sep 2021,
53668,2610,7,1,Feb 2025,
110994,2610,7,0,Dec 2024,26.0
110995,2610,7,1,Jun 2023,
112703,2610,7,0,Sep 2023,54.0
112704,2610,7,1,Jul 2021,
175040,2610,7,0,Dec 2025,35.0
175041,2610,7,1,Apr 2023,
175042,2610,7,1,Jun 2020,
312782,2610,7,0,Aug 2025,12.0
312783,2610,7,1,Mar 2021,
385846,2610,7,0,Aug 2024,7.0
385847,2610,7,1,Jun 2025,
385848,2610,7,1,Sep 2025,
385849,2610,7,1,Feb 2023,
468009,2610,7,0,Mar 2023,53.0
468010,2610,7,1,Jan 2020,
48107,2853,7,0,Apr 2024,53.0
48108,2853,7,1,Nov 2021,
150965,2853,7,0,Jan 2025,59.0
150966,2853,7,1,Mar 2020,
233943,2853,7,0,Jul 2024,45.0
233944,2853,7,1,Feb 2021,
233945,2853,7,1,Sep 2025,
302092,2853,7,0,Sep 2025,52.0
302093,2853,7,1,Feb 2021,
302094,2853,7,1,Jan 2026,
376777,2853,7,0,Jul 2023,12.0
376778,2853,7,1,Jul 2023,
459074,2853,7,0,Nov 2025,17.0
459075,2853,7,1,Nov 2025,
459076,2853,7,1,Feb 2025,
459077,2853,7,1,Jan 2024,
100036,2959,7,0,Mar 2024,37.0
100037,2959,7,1,Jul 2023,
167359,2959,7,0,Dec 2024,52.0
167360,2959,7,1,May 2020,
408102,2959,7,0,Feb 2025,59.0
408103,2959,7,1,Jun 2020,
408104,2959,7,1,Jun 2024,
408105,2959,7,1,May 2025,
29345,2708,7,0,Nov 2024,26.0
29346,2708,7,1,Jul 2021,
29347,2708,7,1,Jul 2022,
29348,2708,7,1,Mar 2023,
68232,2708,7,0,Jun 2024,57.0
68233,2708,7,1,Apr 2022,
97444,2708,7,0,Oct 2019,21.0
97445,2708,7,1,Jul 2025,
97446,2708,7,1,Apr 2021,
143325,2708,7,0,Apr 2020,5.0
143326,2708,7,1,Jan 2026,
167296,2708,7,0,Dec 2025,4.0
167297,2708,7,1,Jun 2021,
192885,2708,7,0,Jan 2026,10.0
192886,2708,7,1,Nov 2024,
192887,2708,7,1,Apr 2023,
192888,2708,7,1,Jul 2025,
257317,2708,7,0,Aug 2023,51.0
257318,2708,7,1,Sep 2022,
381484,2708,7,0,Aug 2025,29.0
381485,2708,7,1,Jun 2021,
401303,2708,7,0,May 2023,46.0
401304,2708,7,1,Sep 2025,
426209,2708,7,0,Aug 2025,12.0
426210,2708,7,1,Feb 2022,
426211,2708,7,1,Apr 2020,
204284,2772,7,0,Sep 2025,24.0
204285,2772,7,1,Jan 2021,
204286,2772,7,1,Nov 2020,
204287,2772,7,1,Dec 2022,
269407,2772,7,0,Aug 2024,23.0
269408,2772,7,1,Jun 2023,
269409,2772,7,1,Sep 2025,
329453,2772,7,0,May 2023,27.0
329454,2772,7,1,Jun 2023,
50859,2943,7,0,Sep 2025,12.0
50860,2943,7,1,Sep 2021,
50861,2943,7,1,May 2021,
77622,2943,7,0,Apr 2021,35.0
77623,2943,7,1,Jul 2022,
145467,2943,7,0,Jun 2024,58.0
145468,2943,7,1,May 2020,
145469,2943,7,1,Sep 2022,
145470,2943,7,1,Nov 2024,
187824,2943,7,0,Sep 2025,5.0
187825,2943,7,1,Oct 2023,
198644,2943,7,0,Feb 2023,19.0
198645,2943,7,1,Jun 2021,
269080,2943,7,0,Jan 2026,24.0
269081,2943,7,1,Mar 2021,
269082,2943,7,1,Oct 2022,
304988,2943,7,0,Dec 2024,28.0
304989,2943,7,1,Oct 2021,
304990,2943,7,1,Nov 2025,
315711,2943,7,0,Aug 2020,12.0
315712,2943,7,1,Oct 2020,
409674,2943,7,0,Jan 2026,30.0
409675,2943,7,1,Aug 2022,
432403,2943,7,0,Aug 2025,25.0
432404,2943,7,1,Dec 2024,
432405,2943,7,1,May 2022,
27738,2838,7,0,Sep 2020,50.0
27739,2838,7,1,Nov 2021,
313964,2838,7,0,Jan 2026,3.0
313965,2838,7,1,May 2024,
455715,2838,7,0,Feb 2021,52.0
455716,2838,7,1,Jan 2025,
479783,2838,7,0,Jan 2026,27.0
479784,2838,7,1,Oct 2022,
127774,7832,5,0,Oct 2025,27.0
127775,7832,5,1,Sep 2024,
189378,7832,5,0,Aug 2022,7.0
189379,7832,5,1,Oct 2025,
200614,7832,5,0,Mar 2023,15.0
200615,7832,5,1,Jun 2022,
242477,7832,5,0,Oct 2025,28.0
242478,7832,5,1,Jan 2023,
315506,7832,5,0,Jan 2023,31.0
315507,7832,5,1,Mar 2021,
315508,7832,5,1,Sep 2021,
315509,7832,5,1,Jun 2024,
54033,7646,1,0,Mar 2023,49.0
54034,7646,1,1,Aug 2022,
133705,7646,1,0,Feb 2026,0.0
133706,7646,1,1,Mar 2025,
232664,7646,1,0,Dec 2024,16.0
232665,7646,1,1,Jun 2023,
232666,7646,1,1,Dec 2020,
232667,7646,1,1,Feb 2020,
302410,7646,1,0,Oct 2023,48.0
302411,7646,1,1,Apr 2022,
334987,7646,1,0,Apr 2024,47.0
334988,7646,1,1,Nov 2021,
334989,7646,1,1,Jan 2026,
5708,7953,3,0,Sep 2024,21.0
5709,7953,3,1,Aug 2020,
58919,7953,3,0,Oct 2023,50.0
58920,7953,3,1,Dec 2021,
89734,7953,3,0,Apr 2024,50.0
89735,7953,3,1,Aug 2025,
89736,7953,3,1,Jan 2021,
89737,7953,3,1,Jun 2021,
103775,7953,3,0,Nov 2022,59.0
103776,7953,3,1,Aug 2020,
222243,7953,3,0,Jul 2023,10.0
222244,7953,3,1,Sep 2023,
222245,7953,3,1,Mar 2022,
244134,7953,3,0,Oct 2025,20.0
244135,7953,3,1,May 2024,
271660,7953,3,0,Feb 2022,31.0
271661,7953,3,1,Jul 2022,
271662,7953,3,1,Apr 2025,
271663,7953,3,1,Apr 2022,
276998,7953,3,0,Oct 2024,29.0
276999,7953,3,1,Nov 2025,
277000,7953,3,1,Jul 2023,
303310,7953,3,0,May 2024,14.0
303311,7953,3,1,Oct 2025,
382384,7953,3,0,Nov 2023,57.0
382385,7953,3,1,Feb 2023,
382386,7953,3,1,Mar 2023,
472102,7953,3,0,Oct 2025,10.0
472103,7953,3,1,May 2021,
114438,7581,4,0,Jun 2025,45.0
114439,7581,4,1,Dec 2023,
301931,7581,4,0,Dec 2025,50.0
301932,7581,4,1,May 2020,
301933,7581,4,1,Jan 2025,
301934,7581,4,1,May 2020,
341986,7581,4,0,Mar 2025,54.0
341987,7581,4,1,Nov 2021,
341988,7581,4,1,Oct 2025,
341989,7581,4,1,Jun 2024,
386474,7581,4,0,Jul 2024,53.0
386475,7581,4,1,Jan 2025,
459091,7581,4,0,Sep 2020,43.0
459092,7581,4,1,Dec 2021,
459093,7581,4,1,Apr 2023,
146648,7873,1,0,Jan 2026,28.0
146649,7873,1,1,Aug 2021,
146650,7873,1,1,Mar 2021,
163918,7873,1,0,Mar 2024,18.0
163919,7873,1,1,Jul 2025,
257230,7873,1,0,Feb 2025,27.0
257231,7873,1,1,Sep 2020,
257232,7873,1,1,Jul 2021,
257233,7873,1,1,Mar 2024,
267389,7873,1,0,Dec 2024,50.0
267390,7873,1,1,May 2022,
7388,7857,1,0,Jan 2024,50.0
7389,7857,1,1,Mar 2022,
10793,7857,1,0,Jul 2023,56.0
10794,7857,1,1,Oct 2022,
10795,7857,1,1,Aug 2025,
84391,7857,1,0,Nov 2025,41.0
84392,7857,1,1,Dec 2025,
156550,7857,1,0,Aug 2023,16.0
156551,7857,1,1,Oct 2022,
156552,7857,1,1,Sep 2024,
199291,7857,1,0,Jun 2024,1.0
199292,7857,1,1,Nov 2024,
308507,7857,1,0,Mar 2025,17.0
308508,7857,1,1,Mar 2022,
349064,7857,1,0,Dec 2024,30.0
349065,7857,1,1,Nov 2022,
407175,7857,1,0,Sep 2019,41.0
407176,7857,1,1,Jan 2026,
407177,7857,1,1,Apr 2021,
472039,7857,1,0,Dec 2025,31.0
472040,7857,1,1,Mar 2023,
482661,7857,1,0,Aug 2022,57.0
482662,7857,1,1,Jul 2025,
48977,7774,2,0,Jan 2026,23.0
48978,7774,2,1,Oct 2022,
48979,7774,2,1,Mar 2020,
78855,7774,2,0,Jul 2025,44.0
78856,7774,2,1,Dec 2025,
78857,7774,2,1,Dec 2024,
84311,7774,2,0,Jan 2024,21.0
84312,7774,2,1,Nov 2023,
84313,7774,2,1,Jul 2025,
191836,7774,2,0,Sep 2021,41.0
191837,7774,2,1,Feb 2022,
206529,7774,2,0,Jun 2024,22.0
206530,7774,2,1,Dec 2020,
206531,7774,2,1,Jul 2021,
257597,7774,2,0,Mar 2024,42.0
257598,7774,2,1,Jun 2023,
289609,7774,2,0,Nov 2022,33.0
289610,7774,2,1,Aug 2023,
20642,7594,2,0,Aug 2022,32.0
20643,7594,2,1,Nov 2020,
259799,7594,2,0,Sep 2021,47.0
259800,7594,2,1,May 2023,
280457,7594,2,0,Aug 2025,7.0
280458,7594,2,1,May 2025,
300354,7594,2,0,May 2025,44.0
300355,7594,2,1,Apr 2025,
458626,7594,2,0,Sep 2025,47.0
458627,7594,2,1,May 2021,
478197,7594,2,0,Jul 2024,33.0
478198,7594,2,1,Aug 2020,
4705,7830,2,0,Dec 2025,10.0
4706,7830,2,1,Jun 2025,
151351,7830,2,0,Apr 2025,19.0
151352,7830,2,1,Sep 2025,
258311,7830,2,0,Nov 2023,41.0
258312,7830,2,1,Apr 2025,
266855,7830,2,0,Sep 2019,42.0
266856,7830,2,1,Dec 2021,
266857,7830,2,1,Jan 2022,
302868,7830,2,0,Aug 2022,19.0
302869,7830,2,1,Sep 2023,
318965,7830,2,0,Oct 2025,42.0
318966,7830,2,1,Mar 2023,
318967,7830,2,1,Nov 2024,
330386,7830,2,0,Dec 2024,43.0
330387,7830,2,1,Feb 2022,
349800,7830,2,0,Feb 2026,6.0
349801,7830,2,1,Aug 2022,
349802,7830,2,1,Jun 2021,
394946,7830,2,0,Feb 2024,28.0
394947,7830,2,1,May 2025,
297783,7838,2,0,Nov 2023,34.0
297784,7838,2,1,Oct 2024,
100642,7820,2,0,Dec 2023,45.0
100643,7820,2,1,May 2023,
197646,7820,2,0,Jan 2025,12.0
197647,7820,2,1,Jan 2025,
336067,7684,2,0,Jul 2022,35.0
336068,7684,2,1,Mar 2023,
336069,7684,2,1,Feb 2020,
336070,7684,2,1,May 2020,
342151,7684,2,0,Jul 2025,22.0
342152,7684,2,1,Aug 2023,
342153,7684,2,1,Apr 2025,
342154,7684,2,1,Jan 2021,
81553,7799,2,0,Dec 2025,15.0
81554,7799,2,1,Jan 2026,
81555,7799,2,1,May 2025,
81556,7799,2,1,Mar 2025,
154660,7799,2,0,Aug 2022,0.0
154661,7799,2,1,Oct 2021,
154662,7799,2,1,Nov 2020,
154663,7799,2,1,Jan 2023,
162666,7799,2,0,Mar 2023,29.0
162667,7799,2,1,Apr 2024,
162668,7799,2,1,Nov 2021,
162669,7799,2,1,Apr 2021,
191822,7799,2,0,Jan 2022,19.0
191823,7799,2,1,Jun 2021,
191824,7799,2,1,Jul 2025,
191825,7799,2,1,Sep 2021,
230921,7799,2,0,Aug 2025,34.0
230922,7799,2,1,Feb 2020,
290011,7799,2,0,Mar 2022,8.0
290012,7799,2,1,Oct 2022,
290013,7799,2,1,Apr 2025,
290014,7799,2,1,Sep 2020,
340807,7799,2,0,Dec 2025,31.0
340808,7799,2,1,Feb 2021,
340809,7799,2,1,Aug 2021,
57816,7800,2,0,Dec 2025,16.0
57817,7800,2,1,Sep 2021,
305602,7800,2,0,Nov 2020,51.0
305603,7800,2,1,Jan 2025,
413387,7800,2,0,Aug 2024,12.0
413388,7800,2,1,Sep 2023,
413389,7800,2,1,Jan 2023,
413390,7800,2,1,Jan 2020,
427972,7800,2,0,Jan 2022,7.0
427973,7800,2,1,Feb 2020,
462567,7800,2,0,Apr 2024,43.0
462568,7800,2,1,Nov 2025,
462569,7800,2,1,Jun 2025,
462570,7800,2,1,Apr 2020,
187007,7736,4,0,Jul 2023,51.0
187008,7736,4,1,Jun 2020,
187009,7736,4,1,Jul 2022,
187010,7736,4,1,May 2025,
193561,7736,4,0,Jul 2023,43.0
193562,7736,4,1,Aug 2023,
230023,7736,4,0,Jul 2024,45.0
230024,7736,4,1,Feb 2024,
245298,7736,4,0,Apr 2024,9.0
245299,7736,4,1,Sep 2024,
