id,cost,category,brand,retail_price,department,distribution_center_id,ideal_profit
15697,13.92,Plus,Eddie Bauer,27.95,Women,2,14.03
15857,14.25,Plus,Eddie Bauer,27.95,Women,2,13.7
16343,14.53,Tops & Tees,Eddie Bauer,27.95,Men,2,13.42
16491,23.63,Tops & Tees,Eddie Bauer,39.99,Men,2,16.360000000000003
16576,29.77,Tops & Tees,Eddie Bauer,49.95,Men,2,20.180000000000003
16630,20.43,Tops & Tees,Eddie Bauer,39.99,Men,2,19.560000000000002
16735,32.81,Tops & Tees,Eddie Bauer,54.95,Men,2,22.14
16776,13.59,Tops & Tees,Eddie Bauer,22.95,Men,2,9.36
16823,26.25,Tops & Tees,Eddie Bauer,44.95,Men,2,18.700000000000003
16976,16.02,Tops & Tees,Eddie Bauer,27.95,Men,2,11.93
17429,40.36,Fashion Hoodies & Sweatshirts,Eddie Bauer,69.95,Men,2,29.590000000000003
17915,31.65,Fashion Hoodies & Sweatshirts,Eddie Bauer,54.95,Men,2,23.300000000000004
18819,35.14,Sweaters,Eddie Bauer,64.95,Men,2,29.810000000000002
19860,19.9,Suits & Sport Coats,Eddie Bauer,49.99,Men,2,30.090000000000003
20787,34.68,Jeans,Eddie Bauer,64.95,Men,2,30.270000000000003
21006,33.58,Jeans,Eddie Bauer,64.95,Men,2,31.370000000000005
21091,37.48,Jeans,Eddie Bauer,64.95,Men,2,27.470000000000006
21093,37.67,Jeans,Eddie Bauer,64.95,Men,2,27.28
21187,34.16,Jeans,Eddie Bauer,64.95,Men,2,30.790000000000006
21855,27.69,Pants,Eddie Bauer,54.95,Men,2,27.26
21999,21.48,Pants,Eddie Bauer,49.95,Men,2,28.470000000000002
22515,29.2,Pants,Eddie Bauer,59.95,Men,2,30.750000000000004
22670,90.67,Pants,Eddie Bauer,219.0,Men,2,128.32999999999998
24263,22.42,Outerwear & Coats,Eddie Bauer,54.95,Men,2,32.53
24302,18.5,Outerwear & Coats,Eddie Bauer,37.98,Men,2,19.479999999999997
26553,18.34,Sleep & Lounge,Eddie Bauer,44.95,Men,2,26.610000000000003
14473,18.99,Maternity,Fancee Free,47.0,Women,2,28.01
12059,10.31,Intimates,Foot Petals,17.97,Women,2,7.659999999999998
12860,20.59,Swim,Girls4Sport,53.75,Women,2,33.16
13025,22.97,Swim,Girls4Sport,55.75,Women,2,32.78
13061,21.53,Swim,Girls4Sport,51.75,Women,2,30.22
13162,20.27,Swim,Girls4Sport,52.25,Women,2,31.98
13168,20.25,Swim,Girls4Sport,47.75,Women,2,27.5
13230,20.43,Swim,Girls4Sport,52.25,Women,2,31.82
13248,24.12,Swim,Girls4Sport,51.75,Women,2,27.63
13446,18.75,Swim,Girls4Sport,40.75,Women,2,22.0
13588,17.89,Swim,Girls4Sport,40.75,Women,2,22.86
24910,7.51,Socks,Happy Socks,12.0,Men,2,4.49
24929,7.48,Socks,Happy Socks,12.0,Men,2,4.52
25080,6.67,Socks,Happy Socks,12.0,Men,2,5.33
25155,7.25,Socks,Happy Socks,12.0,Men,2,4.75
25274,7.08,Socks,Happy Socks,12.0,Men,2,4.92
13380,19.65,Swim,Island Soul,42.99,Women,2,23.340000000000003
19195,24.89,Sweaters,Lord Daniel,49.88,Men,2,24.990000000000002
19308,26.69,Sweaters,Lord Daniel,49.88,Men,2,23.19
19680,32.57,Sweaters,Lord Daniel,59.88,Men,2,27.310000000000002
12440,14.39,Intimates,Luxury Lane,24.99,Women,2,10.599999999999998
12443,13.77,Intimates,Luxury Lane,24.99,Women,2,11.219999999999999
13992,19.75,Accessories,Luxury Lane,49.99,Women,2,30.240000000000002
14085,37.08,Accessories,Luxury Lane,89.99,Women,2,52.91
25171,18.32,Socks,Monte Carlo,29.99,Men,2,11.669999999999998
27182,8.58,Sleep & Lounge,NYC FACTORY,21.99,Men,2,13.409999999999998
6159,12.6,Leggings,Purpletopia,19.85,Women,2,7.250000000000002
27377,14.14,Sleep & Lounge,RU Sleeping,34.99,Men,2,20.85
16518,17.77,Tops & Tees,Rivers' End,29.97,Men,2,12.2
23878,22.45,Outerwear & Coats,Rivers' End,49.99,Men,2,27.540000000000003
5741,8.27,Leggings,SK Hat shop,14.95,Women,2,6.68
5766,7.96,Leggings,SK Hat shop,12.95,Women,2,4.989999999999999
5783,9.46,Leggings,SK Hat shop,14.95,Women,2,5.489999999999998
5786,5.83,Leggings,SK Hat shop,9.95,Women,2,4.119999999999999
5791,8.37,Leggings,SK Hat shop,14.95,Women,2,6.58
5796,8.42,Leggings,SK Hat shop,12.95,Women,2,4.529999999999999
5841,5.49,Leggings,SK Hat shop,9.95,Women,2,4.459999999999999
5850,7.68,Leggings,SK Hat shop,12.95,Women,2,5.27
5873,6.35,Leggings,SK Hat shop,9.95,Women,2,3.5999999999999996
5888,5.09,Leggings,SK Hat shop,7.95,Women,2,2.8600000000000003
5932,6.01,Leggings,SK Hat shop,9.95,Women,2,3.9399999999999995
5935,6.41,Leggings,SK Hat shop,9.95,Women,2,3.539999999999999
5938,5.49,Leggings,SK Hat shop,9.95,Women,2,4.459999999999999
5939,6.0,Leggings,SK Hat shop,9.95,Women,2,3.9499999999999993
5943,6.34,Leggings,SK Hat shop,9.95,Women,2,3.6099999999999994
5945,6.32,Leggings,SK Hat shop,9.95,Women,2,3.629999999999999
5947,5.59,Leggings,SK Hat shop,9.95,Women,2,4.359999999999999
5954,5.63,Leggings,SK Hat shop,9.95,Women,2,4.319999999999999
6025,6.46,Leggings,SK Hat shop,9.95,Women,2,3.4899999999999993
6039,5.5,Leggings,SK Hat shop,9.95,Women,2,4.449999999999999
6042,5.52,Leggings,SK Hat shop,9.95,Women,2,4.43
6049,6.38,Leggings,SK Hat shop,9.95,Women,2,3.5699999999999994
6051,5.61,Leggings,SK Hat shop,9.95,Women,2,4.339999999999999
6067,4.44,Leggings,SK Hat shop,7.95,Women,2,3.51
6095,8.31,Leggings,SK Hat shop,14.95,Women,2,6.639999999999999
6131,6.45,Leggings,SK Hat shop,9.95,Women,2,3.499999999999999
6174,8.45,Leggings,SK Hat shop,14.95,Women,2,6.5
6179,5.7,Leggings,SK Hat shop,9.95,Women,2,4.249999999999999
6188,9.88,Leggings,SK Hat shop,16.95,Women,2,7.0699999999999985
6195,8.21,Leggings,SK Hat shop,12.95,Women,2,4.739999999999998
6196,7.15,Leggings,SK Hat shop,12.95,Women,2,5.799999999999999
6212,6.07,Leggings,SK Hat shop,9.95,Women,2,3.879999999999999
6213,5.99,Leggings,SK Hat shop,9.95,Women,2,3.959999999999999
6215,5.76,Leggings,SK Hat shop,9.95,Women,2,4.1899999999999995
6218,5.84,Leggings,SK Hat shop,9.95,Women,2,4.109999999999999
8938,7.6,Socks & Hosiery,SK Hat shop,19.95,Women,2,12.35
8967,8.0,Socks & Hosiery,SK Hat shop,18.95,Women,2,10.95
9012,7.95,Socks & Hosiery,SK Hat shop,17.95,Women,2,10.0
9033,3.26,Socks & Hosiery,SK Hat shop,8.95,Women,2,5.6899999999999995
9061,4.8,Socks & Hosiery,SK Hat shop,12.95,Women,2,8.149999999999999
9065,3.7,Socks & Hosiery,SK Hat shop,9.95,Women,2,6.249999999999999
9069,6.97,Socks & Hosiery,SK Hat shop,18.95,Women,2,11.98
9073,7.56,Socks & Hosiery,SK Hat shop,17.95,Women,2,10.39
9082,3.91,Socks & Hosiery,SK Hat shop,9.95,Women,2,6.039999999999999
9093,6.7,Socks & Hosiery,SK Hat shop,14.95,Women,2,8.25
9099,8.44,Socks & Hosiery,SK Hat shop,19.95,Women,2,11.51
9110,7.16,Socks & Hosiery,SK Hat shop,19.95,Women,2,12.79
9139,4.23,Socks & Hosiery,SK Hat shop,10.95,Women,2,6.719999999999999
9172,3.34,Socks & Hosiery,SK Hat shop,8.95,Women,2,5.609999999999999
9210,8.19,Socks & Hosiery,SK Hat shop,18.95,Women,2,10.76
9217,8.92,Socks & Hosiery,SK Hat shop,19.95,Women,2,11.03
9229,8.8,Socks & Hosiery,SK Hat shop,19.95,Women,2,11.149999999999999
9285,10.57,Socks & Hosiery,SK Hat shop,29.95,Women,2,19.38
9367,3.2,Socks & Hosiery,SK Hat shop,8.95,Women,2,5.749999999999999
9386,4.8,Socks & Hosiery,SK Hat shop,12.95,Women,2,8.149999999999999
9390,10.98,Socks & Hosiery,SK Hat shop,24.95,Women,2,13.969999999999999
9401,15.1,Socks & Hosiery,SK Hat shop,39.95,Women,2,24.85
9439,3.19,Socks & Hosiery,SK Hat shop,8.95,Women,2,5.76
9493,9.78,Socks & Hosiery,SK Hat shop,24.95,Women,2,15.17
9503,12.04,Socks & Hosiery,SK Hat shop,29.95,Women,2,17.91
13672,7.72,Accessories,SK Hat shop,17.95,Women,2,10.23
13723,8.65,Accessories,SK Hat shop,22.95,Women,2,14.299999999999999
13780,2.19,Accessories,SK Hat shop,4.95,Women,2,2.7600000000000002
13824,6.42,Accessories,SK Hat shop,16.95,Women,2,10.53
14068,5.33,Accessories,SK Hat shop,14.84,Women,2,9.51
14131,5.31,Accessories,SK Hat shop,14.95,Women,2,9.64
14147,6.39,Accessories,SK Hat shop,16.95,Women,2,10.559999999999999
14153,5.25,Accessories,SK Hat shop,14.95,Women,2,9.7
14224,6.88,Accessories,SK Hat shop,16.95,Women,2,10.07
14244,6.02,Accessories,SK Hat shop,16.95,Women,2,10.93
15375,8.35,Plus,SK Hat shop,17.95,Women,2,9.6
15461,11.04,Plus,SK Hat shop,22.95,Women,2,11.91
15556,9.7,Plus,SK Hat shop,19.95,Women,2,10.25
15569,2.38,Plus,SK Hat shop,4.95,Women,2,2.5700000000000003
15632,9.19,Plus,SK Hat shop,16.95,Women,2,7.76
18898,67.78,Sweaters,Scott James,148.0,Men,2,80.22
11744,25.08,Intimates,Second Base,44.0,Women,2,18.92
1590,25.64,Fashion Hoodies & Sweatshirts,So So Happy,49.99,Women,2,24.35
1747,24.77,Fashion Hoodies & Sweatshirts,So So Happy,51.4,Women,2,26.63
2760,6.68,Active,Sports Katz,15.99,Women,2,9.31
10607,8.81,Intimates,Sports Katz,15.99,Women,2,7.18
19255,12.0,Sweaters,Storm Creek,25.48,Men,2,13.48
13965,11.1,Accessories,SwypeGloves,24.99,Women,2,13.889999999999999
14075,9.97,Accessories,SwypeGloves,24.99,Women,2,15.019999999999998
28468,10.62,Accessories,SwypeGloves,24.99,Men,2,14.37
28578,8.85,Accessories,SwypeGloves,24.99,Men,2,16.14
25075,4.9,Socks,Toy Machine,7.99,Men,2,3.09
7469,6.54,Blazers & Jackets,VIP FASHION,15.99,Women,2,9.45
9510,17.04,Sleep & Lounge,Vanity Fair,30.0,Women,2,12.96
9512,19.79,Sleep & Lounge,Vanity Fair,34.0,Women,2,14.21
9570,19.52,Sleep & Lounge,Vanity Fair,34.0,Women,2,14.48
10400,24.79,Intimates,Vanity Fair,44.99,Women,2,20.200000000000003
10454,17.58,Intimates,Vanity Fair,34.0,Women,2,16.42
10460,16.69,Intimates,Vanity Fair,34.0,Women,2,17.31
10465,23.6,Intimates,Vanity Fair,42.99,Women,2,19.39
10487,22.63,Intimates,Vanity Fair,44.99,Women,2,22.360000000000003
10543,16.59,Intimates,Vanity Fair,34.0,Women,2,17.41
10559,16.42,Intimates,Vanity Fair,34.0,Women,2,17.58
10561,17.92,Intimates,Vanity Fair,34.0,Women,2,16.08
10580,17.07,Intimates,Vanity Fair,34.0,Women,2,16.93
10582,22.27,Intimates,Vanity Fair,38.47,Women,2,16.2
10590,18.73,Intimates,Vanity Fair,34.0,Women,2,15.27
10612,17.27,Intimates,Vanity Fair,34.0,Women,2,16.73
10662,16.56,Intimates,Vanity Fair,34.0,Women,2,17.44
10669,19.28,Intimates,Vanity Fair,34.0,Women,2,14.719999999999999
10681,33.36,Intimates,Vanity Fair,62.36,Women,2,29.0
10696,25.87,Intimates,Vanity Fair,44.99,Women,2,19.12
10711,4.8,Intimates,Vanity Fair,9.5,Women,2,4.7
10719,4.68,Intimates,Vanity Fair,9.56,Women,2,4.880000000000001
10729,5.27,Intimates,Vanity Fair,9.66,Women,2,4.390000000000001
10737,5.11,Intimates,Vanity Fair,9.5,Women,2,4.39
10791,4.58,Intimates,Vanity Fair,9.5,Women,2,4.92
10793,9.21,Intimates,Vanity Fair,16.5,Women,2,7.289999999999999
10811,13.1,Intimates,Vanity Fair,25.0,Women,2,11.9
10826,4.97,Intimates,Vanity Fair,9.5,Women,2,4.53
10830,5.32,Intimates,Vanity Fair,9.5,Women,2,4.18
10842,5.09,Intimates,Vanity Fair,9.56,Women,2,4.470000000000001
10846,8.35,Intimates,Vanity Fair,16.5,Women,2,8.15
10847,5.23,Intimates,Vanity Fair,9.66,Women,2,4.43
10851,5.22,Intimates,Vanity Fair,9.5,Women,2,4.28
10872,5.06,Intimates,Vanity Fair,9.5,Women,2,4.44
10880,14.23,Intimates,Vanity Fair,25.0,Women,2,10.77
10881,12.81,Intimates,Vanity Fair,22.95,Women,2,10.139999999999999
10904,4.84,Intimates,Vanity Fair,9.5,Women,2,4.66
10917,11.98,Intimates,Vanity Fair,22.95,Women,2,10.969999999999999
10952,14.25,Intimates,Vanity Fair,25.0,Women,2,10.75
11067,5.49,Intimates,Vanity Fair,9.5,Women,2,4.01
11074,4.6,Intimates,Vanity Fair,8.5,Women,2,3.9000000000000004
11076,14.33,Intimates,Vanity Fair,25.0,Women,2,10.67
11080,5.28,Intimates,Vanity Fair,9.5,Women,2,4.22
11383,17.19,Intimates,Vanity Fair,30.0,Women,2,12.809999999999999
11393,8.31,Intimates,Vanity Fair,15.0,Women,2,6.6899999999999995
11394,8.36,Intimates,Vanity Fair,15.0,Women,2,6.640000000000001
11395,7.62,Intimates,Vanity Fair,15.0,Women,2,7.38
11401,8.1,Intimates,Vanity Fair,15.0,Women,2,6.9
11403,7.53,Intimates,Vanity Fair,15.0,Women,2,7.47
11405,7.26,Intimates,Vanity Fair,15.0,Women,2,7.74
11433,12.77,Intimates,Vanity Fair,25.0,Women,2,12.23
11437,8.55,Intimates,Vanity Fair,15.0,Women,2,6.449999999999999
11550,6.24,Intimates,Vanity Fair,11.9,Women,2,5.66
11568,13.37,Intimates,Vanity Fair,24.0,Women,2,10.63
11636,7.71,Intimates,Vanity Fair,13.5,Women,2,5.79
11637,9.23,Intimates,Vanity Fair,18.0,Women,2,8.77
11656,8.39,Intimates,Vanity Fair,16.2,Women,2,7.809999999999999
11667,9.4,Intimates,Vanity Fair,19.0,Women,2,9.6
11703,9.12,Intimates,Vanity Fair,16.0,Women,2,6.880000000000001
15382,23.48,Plus,Vanity Fair,44.99,Women,2,21.51
15457,5.19,Plus,Vanity Fair,9.66,Women,2,4.47
15476,5.17,Plus,Vanity Fair,9.5,Women,2,4.33
15503,11.55,Plus,Vanity Fair,22.0,Women,2,10.45
15532,15.64,Plus,Vanity Fair,34.0,Women,2,18.36
15536,21.5,Plus,Vanity Fair,42.99,Women,2,21.490000000000002
15560,18.5,Plus,Vanity Fair,34.0,Women,2,15.5
15597,22.67,Plus,Vanity Fair,44.99,Women,2,22.32
15616,18.36,Plus,Vanity Fair,34.0,Women,2,15.64
15650,4.26,Plus,Vanity Fair,8.5,Women,2,4.24
15721,18.33,Plus,Vanity Fair,34.0,Women,2,15.670000000000002
15761,15.6,Plus,Vanity Fair,30.0,Women,2,14.4
15767,17.34,Plus,Vanity Fair,34.0,Women,2,16.66
15782,15.4,Plus,Vanity Fair,34.0,Women,2,18.6
15852,8.27,Plus,Vanity Fair,16.5,Women,2,8.23
15938,12.23,Plus,Vanity Fair,25.0,Women,2,12.77
15974,17.99,Plus,Vanity Fair,34.0,Women,2,16.01
15975,18.19,Plus,Vanity Fair,34.0,Women,2,15.809999999999999
9877,73.04,Sleep & Lounge,Warm Things,129.74,Women,2,56.7
10119,72.52,Sleep & Lounge,Warm Things,129.74,Women,2,57.22000000000001
10269,72.52,Sleep & Lounge,Warm Things,129.74,Women,2,57.22000000000001
12874,6.85,Swim,1WorldSarong,16.99,Women,2,10.139999999999999
12884,6.86,Swim,1WorldSarong,16.99,Women,2,10.129999999999999
13364,6.9,Swim,1WorldSarong,16.99,Women,2,10.089999999999998
16577,8.2,Tops & Tees,Back to Back,15.95,Men,2,7.75
12632,30.77,Intimates,Brag Company,54.95,Women,2,24.180000000000003
12701,14.53,Intimates,Brag Company,29.95,Women,2,15.42
16470,10.89,Tops & Tees,Call Of Duty,19.99,Men,2,9.099999999999998
16626,11.85,Tops & Tees,Call Of Duty,19.99,Men,2,8.139999999999999
8928,5.41,Socks & Hosiery,Cashmere Int,13.97,Women,2,8.56
8965,6.88,Socks & Hosiery,Cashmere Int,19.49,Women,2,12.61
8988,4.77,Socks & Hosiery,Cashmere Int,13.48,Women,2,8.71
15518,7.19,Plus,Cashmere Int,13.97,Women,2,6.78
15711,7.57,Plus,Cashmere Int,16.49,Women,2,8.919999999999998
15854,7.29,Plus,Cashmere Int,13.97,Women,2,6.680000000000001
24960,9.02,Socks,Cashmere Int,14.99,Men,2,5.970000000000001
8902,13.02,Socks & Hosiery,Casual Socks,29.99,Women,2,16.97
9155,9.27,Socks & Hosiery,Casual Socks,25.0,Women,2,15.73
9293,12.38,Socks & Hosiery,Casual Socks,28.99,Women,2,16.61
9354,5.27,Socks & Hosiery,Casual Socks,12.99,Women,2,7.720000000000001
9428,11.37,Socks & Hosiery,Casual Socks,29.0,Women,2,17.630000000000003
15435,15.98,Plus,Casual Socks,29.99,Women,2,14.009999999999998
15808,12.44,Plus,Casual Socks,26.99,Women,2,14.549999999999999
24592,18.64,Socks,Casual Socks,29.5,Men,2,10.86
11867,17.81,Intimates,Corset-story,35.0,Women,2,17.19
11932,17.12,Intimates,Corset-story,29.99,Women,2,12.869999999999997
11933,56.1,Intimates,Corset-story,100.0,Women,2,43.9
11938,54.1,Intimates,Corset-story,100.0,Women,2,45.9
11956,17.25,Intimates,Corset-story,35.0,Women,2,17.75
11993,56.3,Intimates,Corset-story,100.0,Women,2,43.7
12021,54.2,Intimates,Corset-story,100.0,Women,2,45.8
12069,51.6,Intimates,Corset-story,100.0,Women,2,48.4
12143,50.8,Intimates,Corset-story,100.0,Women,2,49.2
12149,48.9,Intimates,Corset-story,100.0,Women,2,51.1
12152,52.5,Intimates,Corset-story,100.0,Women,2,47.5
12156,48.3,Intimates,Corset-story,100.0,Women,2,51.7
8948,3.36,Socks & Hosiery,Dance 4 Less,7.99,Women,2,4.630000000000001
13786,2.98,Accessories,Dance 4 Less,7.99,Women,2,5.01
365,39.79,Tops & Tees,Dare to Wear,65.99,Women,2,26.199999999999996
3984,36.61,Dresses,Donna Morgan,74.72,Women,2,38.11
3987,38.64,Dresses,Donna Morgan,85.12,Women,2,46.480000000000004
16980,11.0,Tops & Tees,Forrest Gump,20.95,Men,2,9.95
22685,8.1,Pants,French Toast,17.99,Men,2,9.889999999999999
28726,8.9,Accessories,Goorin Bros.,21.0,Men,2,12.1
28924,10.65,Accessories,Goorin Bros.,25.0,Men,2,14.35
2613,12.51,Active,Helly Hansen,30.0,Women,2,17.490000000000002
2751,11.14,Active,Helly Hansen,24.0,Women,2,12.86
2945,32.56,Active,Helly Hansen,80.0,Women,2,47.44
2969,48.75,Active,Helly Hansen,130.0,Women,2,81.25
8351,69.92,Outerwear & Coats,Helly Hansen,160.0,Women,2,90.08
8516,64.87,Outerwear & Coats,Helly Hansen,130.0,Women,2,65.13
8574,43.41,Outerwear & Coats,Helly Hansen,95.0,Women,2,51.59
18379,22.06,Active,Helly Hansen,53.15,Men,2,31.09
18414,24.03,Active,Helly Hansen,54.73,Men,2,30.699999999999996
18476,39.53,Active,Helly Hansen,87.08,Men,2,47.55
18502,39.1,Active,Helly Hansen,91.15,Men,2,52.050000000000004
23268,29.49,Shorts,Helly Hansen,64.95,Men,2,35.46000000000001
23809,63.57,Outerwear & Coats,Helly Hansen,130.0,Men,2,66.43
23821,21.55,Outerwear & Coats,Helly Hansen,50.0,Men,2,28.45
23922,32.93,Outerwear & Coats,Helly Hansen,72.54,Men,2,39.61000000000001
24084,78.4,Outerwear & Coats,Helly Hansen,160.0,Men,2,81.6
24131,74.7,Outerwear & Coats,Helly Hansen,156.6,Men,2,81.89999999999999
24200,33.24,Outerwear & Coats,Helly Hansen,85.0,Men,2,51.76
24312,127.4,Outerwear & Coats,Helly Hansen,280.0,Men,2,152.6
24387,55.92,Outerwear & Coats,Helly Hansen,120.0,Men,2,64.08
25031,15.72,Socks,Helly Hansen,24.3,Men,2,8.58
25047,11.38,Socks,Helly Hansen,20.0,Men,2,8.62
11208,27.19,Intimates,Julie France,53.53,Women,2,26.34
11361,23.35,Intimates,Julie France,42.0,Women,2,18.65
16799,7.21,Tops & Tees,JustNeonTees,12.99,Men,2,5.78
3845,46.62,Dresses,Maggy London,104.99,Women,2,58.37
1731,24.94,Fashion Hoodies & Sweatshirts,Michael Kors,49.97,Women,2,25.029999999999998
2177,35.7,Fashion Hoodies & Sweatshirts,Michael Kors,68.65,Women,2,32.95
7212,43.28,Skirts,Michael Kors,99.5,Women,2,56.22
8255,160.71,Outerwear & Coats,Michael Kors,329.99,Women,2,169.28
8636,21.1,Outerwear & Coats,Michael Kors,49.99,Women,2,28.89
14240,34.91,Accessories,Michael Kors,81.95,Women,2,47.040000000000006
14322,33.62,Accessories,Michael Kors,82.0,Women,2,48.38
17960,68.88,Fashion Hoodies & Sweatshirts,Michael Kors,125.0,Men,2,56.120000000000005
19171,61.55,Sweaters,Michael Kors,122.85,Men,2,61.3
19405,134.13,Sweaters,Michael Kors,248.85,Men,2,114.72
19469,97.94,Sweaters,Michael Kors,185.85,Men,2,87.91
19535,41.74,Sweaters,Michael Kors,78.75,Men,2,37.01
19744,141.27,Sweaters,Michael Kors,311.85,Men,2,170.58
19940,51.38,Suits & Sport Coats,Michael Kors,139.99,Men,2,88.61000000000001
19972,63.0,Suits & Sport Coats,Michael Kors,139.99,Men,2,76.99000000000001
20028,60.76,Suits & Sport Coats,Michael Kors,139.99,Men,2,79.23000000000002
20030,52.64,Suits & Sport Coats,Michael Kors,139.99,Men,2,87.35000000000001
20216,91.0,Suits & Sport Coats,Michael Kors,249.99,Men,2,158.99
20260,53.25,Suits & Sport Coats,Michael Kors,149.99,Men,2,96.74000000000001
20290,79.78,Suits & Sport Coats,Michael Kors,217.99,Men,2,138.21
20295,76.16,Suits & Sport Coats,Michael Kors,169.99,Men,2,93.83000000000001
20298,65.11,Suits & Sport Coats,Michael Kors,169.99,Men,2,104.88000000000001
20299,44.4,Suits & Sport Coats,Michael Kors,99.99,Men,2,55.589999999999996
20303,56.55,Suits & Sport Coats,Michael Kors,149.99,Men,2,93.44000000000001
20383,38.0,Suits & Sport Coats,Michael Kors,99.99,Men,2,61.989999999999995
20498,85.8,Suits & Sport Coats,Michael Kors,195.0,Men,2,109.2
20541,46.74,Jeans,Michael Kors,95.0,Men,2,48.26
22498,56.05,Pants,Michael Kors,117.99,Men,2,61.94
23467,33.34,Shorts,Michael Kors,71.25,Men,2,37.91
23710,55.3,Outerwear & Coats,Michael Kors,139.99,Men,2,84.69000000000001
23823,40.05,Outerwear & Coats,Michael Kors,89.99,Men,2,49.94
23859,68.1,Outerwear & Coats,Michael Kors,149.99,Men,2,81.89000000000001
23862,55.16,Outerwear & Coats,Michael Kors,140.0,Men,2,84.84
24273,54.12,Outerwear & Coats,Michael Kors,115.15,Men,2,61.03000000000001
24357,102.26,Outerwear & Coats,Michael Kors,255.0,Men,2,152.74
25547,13.28,Underwear,Michael Kors,26.5,Men,2,13.22
25646,15.21,Underwear,Michael Kors,30.0,Men,2,14.79
25649,11.41,Underwear,Michael Kors,24.97,Men,2,13.559999999999999
25651,12.56,Underwear,Michael Kors,26.5,Men,2,13.94
25841,15.03,Underwear,Michael Kors,30.0,Men,2,14.97
25928,15.06,Underwear,Michael Kors,30.0,Men,2,14.94
26061,12.81,Underwear,Michael Kors,30.0,Men,2,17.189999999999998
26081,13.31,Underwear,Michael Kors,26.0,Men,2,12.69
26219,14.64,Underwear,Michael Kors,30.0,Men,2,15.36
26293,12.38,Underwear,Michael Kors,24.0,Men,2,11.62
26296,11.06,Underwear,Michael Kors,24.46,Men,2,13.4
26368,6.46,Underwear,Michael Kors,14.72,Men,2,8.260000000000002
26391,12.29,Underwear,Michael Kors,24.0,Men,2,11.71
26417,12.75,Underwear,Michael Kors,30.0,Men,2,17.25
26946,7.81,Sleep & Lounge,Michael Kors,22.0,Men,2,14.190000000000001
27245,17.5,Sleep & Lounge,Michael Kors,39.5,Men,2,22.0
27337,16.91,Sleep & Lounge,Michael Kors,39.5,Men,2,22.59
27342,16.71,Sleep & Lounge,Michael Kors,39.5,Men,2,22.79
26206,5.08,Underwear,NU by John G,9.9,Men,2,4.82
26426,4.5,Underwear,NU by John G,9.9,Men,2,5.4
12759,10.8,Swim,Ocean Avenue,25.0,Women,2,14.2
12775,11.36,Swim,Ocean Avenue,25.99,Women,2,14.629999999999999
12776,10.88,Swim,Ocean Avenue,25.0,Women,2,14.12
12792,11.05,Swim,Ocean Avenue,25.99,Women,2,14.939999999999998
12836,12.22,Swim,Ocean Avenue,25.99,Women,2,13.769999999999998
12854,15.15,Swim,Ocean Avenue,33.0,Women,2,17.85
21558,34.61,Jeans,Petrol Jeans,59.99,Men,2,25.380000000000003
27163,6.39,Sleep & Lounge,SILK COUTURE,14.99,Men,2,8.600000000000001
27221,5.32,Sleep & Lounge,SILK COUTURE,14.99,Men,2,9.67
12616,16.8,Intimates,TVTimeDirect,32.0,Women,2,15.2
12622,16.67,Intimates,TVTimeDirect,32.0,Women,2,15.329999999999998
14135,4.31,Accessories,TVTimeDirect,11.88,Women,2,7.570000000000001
848,6.99,Sweaters,Vip boutique,13.99,Women,2,7.0
1685,8.38,Fashion Hoodies & Sweatshirts,vip boutique,17.99,Women,2,9.609999999999998
5931,7.33,Leggings,vip boutique,12.99,Women,2,5.66
979,17.31,Sweaters,Alfred Dunner,36.99,Women,2,19.680000000000003
1012,21.4,Sweaters,Alfred Dunner,50.0,Women,2,28.6
1248,12.47,Sweaters,Alfred Dunner,25.0,Women,2,12.53
1394,18.4,Sweaters,Alfred Dunner,42.99,Women,2,24.590000000000003
1400,20.07,Sweaters,Alfred Dunner,41.99,Women,2,21.92
1444,19.56,Sweaters,Alfred Dunner,43.95,Women,2,24.390000000000004
1739,21.95,Fashion Hoodies & Sweatshirts,Alfred Dunner,50.0,Women,2,28.05
2971,11.14,Active,Alfred Dunner,25.5,Women,2,14.36
4463,15.09,Jeans,Alfred Dunner,30.0,Women,2,14.91
4673,18.11,Jeans,Alfred Dunner,31.99,Women,2,13.879999999999999
4877,16.11,Jeans,Alfred Dunner,30.0,Women,2,13.89
5106,22.66,Pants & Capris,Alfred Dunner,44.0,Women,2,21.34
5122,12.67,Pants & Capris,Alfred Dunner,22.99,Women,2,10.319999999999999
5128,15.56,Pants & Capris,Alfred Dunner,29.99,Women,2,14.429999999999998
5171,11.75,Pants & Capris,Alfred Dunner,22.99,Women,2,11.239999999999998
5182,16.13,Pants & Capris,Alfred Dunner,29.99,Women,2,13.86
5204,13.08,Pants & Capris,Alfred Dunner,22.99,Women,2,9.909999999999998
5207,16.4,Pants & Capris,Alfred Dunner,29.99,Women,2,13.59
5232,16.13,Pants & Capris,Alfred Dunner,29.99,Women,2,13.86
5257,16.76,Pants & Capris,Alfred Dunner,31.99,Women,2,15.229999999999997
5272,13.5,Pants & Capris,Alfred Dunner,25.0,Women,2,11.5
5336,12.45,Pants & Capris,Alfred Dunner,25.0,Women,2,12.55
5376,23.92,Pants & Capris,Alfred Dunner,46.0,Women,2,22.08
5401,22.4,Pants & Capris,Alfred Dunner,46.0,Women,2,23.6
5418,21.87,Pants & Capris,Alfred Dunner,44.0,Women,2,22.13
